2459144.5204490158 1.0008868000 0.0007969583 TESS
2459144.5218379330 0.9993667600 0.0007965617 TESS
2459144.5232268507 1.0006325000 0.0007969725 TESS
2459144.5246157679 1.0001875000 0.0007966468 TESS
2459144.5260046846 1.0005918000 0.0007971544 TESS
2459144.5273936018 1.0002602000 0.0007967580 TESS
2459144.5287825190 1.0001053000 0.0007965598 TESS
2459144.5301714363 1.0002617000 0.0007969917 TESS
2459144.5315603530 0.9992500500 0.0007961887 TESS
2459144.5329492707 0.9999584600 0.0007967119 TESS
2459144.5343381879 1.0001763000 0.0007968157 TESS
2459144.5357271046 0.9993001000 0.0007965647 TESS
2459144.5371160218 1.0009745000 0.0007970510 TESS
2459144.5385049391 0.9983783000 0.0007959083 TESS
2459144.5398938563 1.0007621000 0.0007968594 TESS
2459144.5412827730 1.0011581000 0.0007971486 TESS
2459144.5426716902 1.0007232000 0.0007968572 TESS
2459144.5440606074 0.9995112000 0.0007966563 TESS
2459144.5454495242 1.0002551000 0.0007971005 TESS
2459144.5468384409 0.9998990000 0.0007969114 TESS
2459144.5482273581 1.0009860000 0.0007971625 TESS
2459144.5496162758 0.9992451000 0.0007970012 TESS
2459144.5510051921 0.9995695400 0.0007968913 TESS
2459144.5523941093 0.9994020000 0.0007970133 TESS
2459144.5537830261 0.9999333600 0.0007968055 TESS
2459144.5551719428 1.0002486000 0.0007971669 TESS
2459144.5565608595 0.9989203000 0.0007964035 TESS
2459144.5579497768 0.9995462300 0.0007970892 TESS
2459144.5593386930 1.0023072000 0.0007976458 TESS
2459144.5607276107 0.9999038000 0.0007969890 TESS
2459144.5621165275 0.9986629000 0.0007965266 TESS
2459144.5635054447 1.0000964000 0.0007966829 TESS
2459144.5648943610 1.0009770000 0.0007973362 TESS
2459144.5662832777 1.0005566000 0.0007971668 TESS
2459144.5676721949 1.0004021000 0.0007969557 TESS
2459144.5690611121 1.0002664000 0.0007968708 TESS
2459144.5704500284 1.0003054000 0.0007967471 TESS
2459144.5718389456 0.9993269000 0.0007971203 TESS
2459144.5732278624 0.9997538000 0.0007969455 TESS
2459144.5746167782 0.9987635600 0.0007966086 TESS
2459144.5760056954 0.9992212700 0.0007965933 TESS
2459144.5773946126 0.9989332600 0.0007965404 TESS
2459144.5787835293 0.9991719000 0.0007969897 TESS
2459144.5801724461 0.9991807300 0.0007968752 TESS
2459144.5815613628 0.9998808500 0.0007971149 TESS
2459144.5829502800 0.9992168500 0.0007968939 TESS
2459144.5843391959 1.0005131000 0.0007971847 TESS
2459144.5857281126 1.0008312000 0.0007972667 TESS
2459144.5871170294 0.9976677300 0.0007964434 TESS
2459144.5885059461 0.9999685000 0.0007966858 TESS
2459144.5898948628 1.0006138000 0.0007972011 TESS
2459144.5912837801 0.9993930500 0.0007967685 TESS
2459144.5926726963 0.9991033700 0.0007969933 TESS
2459144.5940616126 0.9998238700 0.0007968520 TESS
2459144.5954505294 0.9973649400 0.0007964976 TESS
2459144.5968394456 0.9996210000 0.0007964523 TESS
2459144.5982283624 0.9989739700 0.0007967378 TESS
2459144.5996172791 0.9995933000 0.0007970036 TESS
2459144.6010061959 0.9995612000 0.0007971034 TESS
2459144.6023951122 0.9996096000 0.0007970304 TESS
2459144.6037840284 0.9988802700 0.0007964245 TESS
2459144.6051729452 0.9984347000 0.0007964172 TESS
2459144.6065618619 0.9992698400 0.0007968138 TESS
2459144.6079507782 0.9993374000 0.0007970500 TESS
2459144.6107286112 0.9987885000 0.0007961981 TESS
2459144.6121175280 0.9998202000 0.0007968482 TESS
2459144.6148953605 0.9983027600 0.0007962956 TESS
2459144.6176731936 0.9992420000 0.0007962558 TESS
2459144.6190621103 0.9991151000 0.0007965945 TESS
2459144.6204510266 0.9987314000 0.0007967154 TESS
2459144.6218399429 0.9994468000 0.0007962721 TESS
2459144.6232288592 0.9987125400 0.0007962881 TESS
2459144.6246177754 0.9998867500 0.0007969899 TESS
2459144.6260066922 0.9999373600 0.0007968338 TESS
2459144.6273956085 0.9998570700 0.0007969876 TESS
2459144.6287845247 1.0005565000 0.0007967399 TESS
2459144.6301734410 0.9987893000 0.0007967589 TESS
2459144.6315623578 0.9997021000 0.0007970559 TESS
2459144.6329512736 1.0004966000 0.0007966164 TESS
2459144.6343401899 0.9998093000 0.0007968266 TESS
2459144.6357291061 0.9990541000 0.0007967150 TESS
2459144.6371180224 0.9996803000 0.0007969415 TESS
2459144.6385069387 1.0002830000 0.0007966106 TESS
2459144.6398958554 1.0001094000 0.0007964394 TESS
2459144.6412847722 0.9997000000 0.0007969206 TESS
2459144.6426736875 0.9996712000 0.0007966914 TESS
2459144.6440626038 0.9999155400 0.0007967936 TESS
2459144.6454515201 0.9996788000 0.0007970942 TESS
2459144.6468404364 0.9993862500 0.0007970657 TESS
2459144.6482293527 0.9990772000 0.0007964406 TESS
2459144.6496182689 1.0005568000 0.0007968970 TESS
2459144.6510071848 1.0012385000 0.0007971639 TESS
2459144.6523961006 0.9999565000 0.0007967194 TESS
2459144.6537850169 1.0013757000 0.0007973117 TESS
2459144.6551739331 1.0008646000 0.0007971738 TESS
2459144.6565628494 1.0007464000 0.0007968698 TESS
2459144.6579517657 1.0001106000 0.0007967587 TESS
2459144.6593406810 1.0008016000 0.0007968883 TESS
2459144.6607295978 1.0000788000 0.0007969443 TESS
2459144.6621185136 0.9996400000 0.0007969513 TESS
2459144.6635074299 1.0005639000 0.0007966640 TESS
2459144.6648963457 0.9990211000 0.0007963612 TESS
2459144.6662852620 0.9988876000 0.0007968444 TESS
2459144.6676741783 0.9998490000 0.0007967774 TESS
2459144.6690630941 0.9993835700 0.0007966205 TESS
2459144.6704520104 0.9989694400 0.0007965355 TESS
2459144.6718409257 0.9994975300 0.0007965118 TESS
2459144.6732298420 0.9997541000 0.0007967456 TESS
2459144.6746187578 1.0012524000 0.0007971742 TESS
2459144.6760076741 0.9998572500 0.0007969924 TESS
2459144.6773965899 0.9996759000 0.0007967230 TESS
2459144.6787855062 0.9994027600 0.0007963932 TESS
2459144.6801744220 0.9993974000 0.0007969571 TESS
2459144.6815633378 1.0007290000 0.0007974516 TESS
2459144.6829522536 0.9993649000 0.0007966167 TESS
2459144.6843411694 1.0006351000 0.0007968519 TESS
2459144.6857300857 1.0003204000 0.0007969170 TESS
2459144.6871190011 0.9991529000 0.0007966864 TESS
2459144.6885079173 0.9993731000 0.0007963541 TESS
2459144.6898968332 1.0007753000 0.0007967366 TESS
2459144.6912857490 0.9999348000 0.0007973157 TESS
2459144.6926746648 0.9989952000 0.0007966377 TESS
2459144.6940635806 1.0013119000 0.0007974653 TESS
2459144.6954524964 1.0008379000 0.0007970575 TESS
2459144.6968414122 0.9985961300 0.0007963367 TESS
2459144.6982303285 0.9998006000 0.0007966713 TESS
2459144.6996192443 1.0007315000 0.0007968458 TESS
2459144.7010081601 1.0004833000 0.0007972965 TESS
2459144.7023970755 0.9996708000 0.0007968903 TESS
2459144.7037859918 1.0001749000 0.0007967191 TESS
2459144.7051749071 1.0002974000 0.0007969864 TESS
2459144.7065638229 0.9986852400 0.0007966610 TESS
2459144.7079527387 0.9997287000 0.0007967597 TESS
2459144.7093416546 0.9984163000 0.0007964665 TESS
2459144.7107305699 0.9993788600 0.0007967246 TESS
2459144.7121194853 0.9978404000 0.0007966801 TESS
2459144.7135084011 1.0013566000 0.0007971046 TESS
2459144.7148973169 0.9996496000 0.0007968982 TESS
2459144.7162862327 0.9988064000 0.0007967239 TESS
2459144.7176751485 1.0003630000 0.0007968925 TESS
2459144.7190640643 0.9997437600 0.0007966945 TESS
2459144.7204529792 0.9999917000 0.0007967760 TESS
2459144.7218418950 1.0004705000 0.0007971236 TESS
2459144.7232308108 0.9997387000 0.0007967974 TESS
2459144.7246197262 0.9991352600 0.0007967697 TESS
2459144.7260086420 1.0001863000 0.0007970889 TESS
2459144.7273975578 1.0004620000 0.0007967552 TESS
2459144.7287864732 1.0003014000 0.0007969300 TESS
2459144.7301753885 1.0005018000 0.0007971964 TESS
2459144.7315643039 1.0000040000 0.0007966946 TESS
2459144.7329532201 1.0004089000 0.0007970483 TESS
2459144.7343421350 0.9987562300 0.0007964275 TESS
2459144.7357310508 1.0004349000 0.0007966796 TESS
2459144.7371199662 0.9993479000 0.0007966564 TESS
2459144.7385088820 1.0012797000 0.0007970089 TESS
2459144.7398977969 0.9985410000 0.0007964263 TESS
2459144.7412867127 1.0007280000 0.0007966405 TESS
2459144.7426756280 1.0001903000 0.0007968291 TESS
2459144.7440645434 0.9991788000 0.0007964954 TESS
2459144.7454534592 0.9998462000 0.0007966498 TESS
2459144.7468423746 1.0019336000 0.0007970965 TESS
2459144.7482312899 0.9999127000 0.0007969007 TESS
2459144.7496202053 0.9996690000 0.0007965312 TESS
2459144.7510091206 1.0007352000 0.0007968170 TESS
2459144.7523980360 0.9995202000 0.0007967631 TESS
2459144.7537869518 0.9994185000 0.0007969233 TESS
2459144.7551758667 1.0000236000 0.0007968937 TESS
2459144.7565647825 0.9997508500 0.0007967189 TESS
2459144.7579536978 1.0012059000 0.0007971054 TESS
2459144.7593426127 0.9995118400 0.0007968446 TESS
2459144.7607315280 0.9992914000 0.0007966205 TESS
2459144.7621204434 0.9996190700 0.0007965604 TESS
2459144.7635093587 0.9992977000 0.0007967847 TESS
2459144.7648982741 0.9988620000 0.0007963979 TESS
2459144.7662871890 0.9998776000 0.0007968526 TESS
2459144.7676761048 0.9983651600 0.0007962749 TESS
2459144.7690650201 0.9995239000 0.0007967004 TESS
2459144.7704539350 1.0004610000 0.0007969122 TESS
2459144.7718428504 0.9996203000 0.0007965403 TESS
2459144.7732317657 0.9977689000 0.0007962294 TESS
2459144.7746206811 1.0004368000 0.0007970707 TESS
2459144.7760095960 1.0014070000 0.0007971268 TESS
2459144.7773985118 0.9994595000 0.0007964935 TESS
2459144.7787874262 0.9989930400 0.0007964821 TESS
2459144.7801763411 1.0007318000 0.0007969014 TESS
2459144.7815652569 0.9989001000 0.0007965162 TESS
2459144.7829541722 0.9992055000 0.0007966844 TESS
2459144.7843430871 0.9994646000 0.0007968098 TESS
2459144.7857320025 1.0001259000 0.0007968448 TESS
