t,flux,err
1683.4058034102861,1.0000245876206493,0.012140382467737982
1683.4266369349143,1.002768600776232,0.011771668339232053
1683.447470459783,1.0046663392202195,0.007830751026091752
1683.4683039848728,0.9986625199163015,0.014822453919081694
1683.4891375101643,1.0000821244656164,0.010587258580567787
1683.509971035649,0.997873076582269,0.010993555643498366
1683.5308045612917,0.9982241195095112,0.012955895656467075
1683.5516380870856,0.9969241507259756,0.01277929235295706
1683.5933051390741,0.9953219262207766,0.011065984890908981
1683.67663924432,1.0036546162922648,0.010844683437233726
1683.6974727708305,0.9986766229504349,0.011094445753871338
1683.7183062974016,1.0009283695464428,0.010420324672807806
1683.739139824028,1.0008278901392336,0.01466847335279817
1683.7599733507093,0.998791432278734,0.015270530069309582
1683.7808068774218,0.9959645323100743,0.015003253375464364
1683.8016404041657,0.9979515454540403,0.013298520660590842
1683.822473930938,0.996526683611529,0.013610130621742806
1683.8433074577301,0.9971230497821315,0.01569543615802324
1683.8641409845502,0.9985398918364222,0.015756006712532872
1683.9266415650259,0.9999848151314075,0.01420726141966458
1683.947475091855,1.001492517268914,0.01472959123159554
1683.9683086186767,1.0008027332614564,0.01243940397027198
1683.9891421455022,1.00087261045407,0.01006438144434909
1684.0099756723037,1.0007987192823191,0.014979900872520891
1684.0308091990928,1.0013333568497278,0.011458051522358383
1684.0516427258626,1.001563864640334,0.00977594154471135
1684.0724762526145,1.0029167561732928,0.009831221297772851
1684.1349768327343,0.996312675887924,0.012892406039089508
1684.1558103593852,0.9965461027193422,0.014553170369514774
1684.176643886004,1.0029551293144217,0.013021392129566345
1684.1974774125933,0.998932142065491,0.012456553464621095
1684.2183109391476,1.0009188375714864,0.01315986517436397
1684.2391444656796,0.9977186022043779,0.01578902861122638
1684.259977992164,1.0005184693435265,0.011887701088232434
1684.280811518614,0.9983953439116872,0.015780818746910313
1684.3016450450239,0.999769550517013,0.009105286850803487
1684.3224785713974,0.9972643131143084,0.014055105267673514
1684.3433120977293,0.9997012002697628,0.010589082994860246
1684.364145624033,1.0045477482816982,0.006082414809628465
1684.3849791502835,1.0020845059485617,0.013962789904475099
1684.4058126764944,1.0019954630996977,0.009129916443751681
1684.426646202661,0.9973158860677579,0.014663912317067023
1684.4474797287871,0.9989125694745055,0.014613376041165914
1684.4683132548778,1.0015176949137579,0.0133711323494307
1684.489146780917,1.0027358494138503,0.013731636613620564
1684.5099803069104,0.9968062474736823,0.015248089773512339
1684.5308138328614,1.0026011691214518,0.014354674094495251
1684.5516473587659,1.002186025057207,0.01412005441648505
1684.5724808846278,0.9978658399494796,0.013063718541151391
1684.5933144104529,0.9996756925530929,0.011577550658514435
1684.6141479362248,0.9994903748090094,0.008542637483009185
1684.6349814619496,1.0010795780563748,0.009237009562719013
1684.6558149876314,0.9966597500193071,0.011982023307152555
1684.6766485132657,0.9970791673589978,0.014201240852499466
1684.6974820388568,0.9963179370756295,0.010283858483731884
1684.718315564411,0.9985816371814878,0.0156948888337355
1684.739149089912,0.9999395032125729,0.011477390313858445
1684.7599826153655,1.000117002647348,0.014422542306174721
1684.780816140776,0.9960750914822257,0.01510213663011563
1684.8016496661498,0.9971118809468882,0.014107830840725574
1684.8224831914706,0.9921544908223997,0.01680978840785709
1684.8433167167448,1.0001274537064557,0.01292196155062734
1684.8641502419764,0.9974888984884326,0.014407399667547312
1684.8849837671619,0.9978432721165131,0.01320638773882167
1684.9058172923048,0.9988095674752966,0.012320634599832913
1684.9266508174023,0.995292933591926,0.014074626500602825
