times,flux,flux_err
2.162599474614670726e+03,9.978887438774108887e-01,6.335672052143419665e-04
2.162606418916390794e+03,9.973275065422058105e-01,6.335672052143419665e-04
2.162613363217177721e+03,1.000737190246582031e+00,6.335672052143419665e-04
2.162620307518431218e+03,1.001600742340087891e+00,6.335672052143419665e-04
2.162627251819219509e+03,1.000802159309387207e+00,6.335672052143419665e-04
2.162634196120007800e+03,9.998833537101745605e-01,6.335672052143419665e-04
2.162641140420795637e+03,1.001199960708618164e+00,6.335672052143419665e-04
2.162648084721584382e+03,9.990170598030090332e-01,6.335672052143419665e-04
2.162655029021907012e+03,1.000148177146911621e+00,6.335672052143419665e-04
2.162661973322229642e+03,9.996268749237060547e-01,6.335672052143419665e-04
2.162668917622552726e+03,9.991360902786254883e-01,6.335672052143419665e-04
2.162675861922875811e+03,1.000388622283935547e+00,6.335672052143419665e-04
2.162682806222732324e+03,1.000551581382751465e+00,6.335672052143419665e-04
2.162689750522589748e+03,9.991428852081298828e-01,6.335672052143419665e-04
2.162696694822446261e+03,9.996536970138549805e-01,6.335672052143419665e-04
2.162703639122303684e+03,9.991893172264099121e-01,6.335672052143419665e-04
2.162710583421693627e+03,9.992253184318542480e-01,6.335672052143419665e-04
2.162717527721085389e+03,1.001384377479553223e+00,6.335672052143419665e-04
2.162724472020477151e+03,1.000068306922912598e+00,6.335672052143419665e-04
2.162731416319868913e+03,9.983229041099548340e-01,6.335672052143419665e-04
2.162738360618794104e+03,9.986959695816040039e-01,6.335672052143419665e-04
2.162745304917719295e+03,9.978486299514770508e-01,6.335672052143419665e-04
2.162752249216645396e+03,9.995600581169128418e-01,6.335672052143419665e-04
2.162759193515571042e+03,1.001383185386657715e+00,6.335672052143419665e-04
2.162766137814031026e+03,1.000310420989990234e+00,6.335672052143419665e-04
2.162773082112489647e+03,9.992740154266357422e-01,6.335672052143419665e-04
2.162780026410950086e+03,1.000259160995483398e+00,6.335672052143419665e-04
2.162786970709409616e+03,9.981852173805236816e-01,6.335672052143419665e-04
2.162793915007404394e+03,9.969720244407653809e-01,6.335672052143419665e-04
2.162800859305864833e+03,9.987743496894836426e-01,6.335672052143419665e-04
2.162807803603393495e+03,1.000137329101562500e+00,6.335672052143419665e-04
2.162814747901387818e+03,1.001114606857299805e+00,6.335672052143419665e-04
2.162821692199381687e+03,1.000996232032775879e+00,6.335672052143419665e-04
2.162828636496910804e+03,9.988778233528137207e-01,6.335672052143419665e-04
2.162835580794439920e+03,9.986352920532226562e-01,6.335672052143419665e-04
2.162842525091502466e+03,9.994533658027648926e-01,6.335672052143419665e-04
2.162849469389030673e+03,1.000344276428222656e+00,6.335672052143419665e-04
2.162856413686094129e+03,1.001061201095581055e+00,6.335672052143419665e-04
2.162863357983156675e+03,1.001474976539611816e+00,6.335672052143419665e-04
2.162870302280220130e+03,1.000697135925292969e+00,6.335672052143419665e-04
2.162877246576817925e+03,9.990528225898742676e-01,6.335672052143419665e-04
2.162884190873415719e+03,9.998957514762878418e-01,6.335672052143419665e-04
2.162891135170011694e+03,9.969035387039184570e-01,6.335672052143419665e-04
2.162898079466609488e+03,1.000280499458312988e+00,6.335672052143419665e-04
2.162905023763207282e+03,1.000459313392639160e+00,6.335672052143419665e-04
2.162911968059338506e+03,1.000027298927307129e+00,6.335672052143419665e-04
2.162918912355470638e+03,1.000643253326416016e+00,6.335672052143419665e-04
2.162925856651602771e+03,1.000179409980773926e+00,6.335672052143419665e-04
2.162932800947266969e+03,9.998186826705932617e-01,6.335672052143419665e-04
2.162939745243397738e+03,9.994312524795532227e-01,6.335672052143419665e-04
2.162946689539065119e+03,1.000448584556579590e+00,6.335672052143419665e-04
2.162953633834265474e+03,1.000640153884887695e+00,6.335672052143419665e-04
2.162960578129930582e+03,1.000203132629394531e+00,6.335672052143419665e-04
2.162967522425131392e+03,1.000241160392761230e+00,6.335672052143419665e-04
2.162974466720332202e+03,9.986491203308105469e-01,6.335672052143419665e-04
2.162981411015532558e+03,9.994969964027404785e-01,6.335672052143419665e-04
2.162988355310732913e+03,9.974730610847473145e-01,6.335672052143419665e-04
2.162995299605467608e+03,9.987064003944396973e-01,6.335672052143419665e-04
2.163002243900202302e+03,9.979915618896484375e-01,6.335672052143419665e-04
2.163009188194936542e+03,9.983330965042114258e-01,6.335672052143419665e-04
2.163016132489671691e+03,1.000844717025756836e+00,6.335672052143419665e-04
2.163023076783940269e+03,9.990521669387817383e-01,6.335672052143419665e-04
2.163030021078209757e+03,9.998137950897216797e-01,6.335672052143419665e-04
2.163036965372478335e+03,9.991825819015502930e-01,6.335672052143419665e-04
2.163043909666747822e+03,1.000261306762695312e+00,6.335672052143419665e-04
2.163050853960551649e+03,1.001756429672241211e+00,6.335672052143419665e-04
2.163057798254355021e+03,1.000183105468750000e+00,6.335672052143419665e-04
2.163064742548158392e+03,1.000477790832519531e+00,6.335672052143419665e-04
2.163071686841962219e+03,9.986272454261779785e-01,6.335672052143419665e-04
2.163078631135299474e+03,9.993051290512084961e-01,6.335672052143419665e-04
2.163085575429102391e+03,9.992277026176452637e-01,6.335672052143419665e-04
2.163092519722439647e+03,9.997606277465820312e-01,6.335672052143419665e-04
2.163099464015312606e+03,1.001138091087341309e+00,6.335672052143419665e-04
2.163106408308650316e+03,9.993245601654052734e-01,6.335672052143419665e-04
2.163113352601522820e+03,9.988763332366943359e-01,6.335672052143419665e-04
2.163120296894394414e+03,9.983507394790649414e-01,6.335672052143419665e-04
2.163127241187266009e+03,1.000054240226745605e+00,6.335672052143419665e-04
2.163134185480136694e+03,1.001376390457153320e+00,6.335672052143419665e-04
2.163141129772543536e+03,1.000651597976684570e+00,6.335672052143419665e-04
2.163148074064950379e+03,1.000916242599487305e+00,6.335672052143419665e-04
2.163155018357356312e+03,1.000501632690429688e+00,6.335672052143419665e-04
2.163161962649297038e+03,9.991127848625183105e-01,6.335672052143419665e-04
2.163168906941703426e+03,9.984875917434692383e-01,6.335672052143419665e-04
2.163175851233643698e+03,1.001131653785705566e+00,6.335672052143419665e-04
2.163182795525585789e+03,9.999137520790100098e-01,6.335672052143419665e-04
2.163189739817059944e+03,1.001194596290588379e+00,6.335672052143419665e-04
2.163196684109000671e+03,9.993497133255004883e-01,6.335672052143419665e-04
2.163203628400476191e+03,1.000476717948913574e+00,6.335672052143419665e-04
2.163210572691951711e+03,1.001313447952270508e+00,6.335672052143419665e-04
2.163217516982960660e+03,9.996485114097595215e-01,6.335672052143419665e-04
2.163224461274435271e+03,1.000012755393981934e+00,6.335672052143419665e-04
2.163231405565445129e+03,1.000090122222900391e+00,6.335672052143419665e-04
2.163238349856454079e+03,9.996324777603149414e-01,6.335672052143419665e-04
2.163245294147464847e+03,1.001584768295288086e+00,6.335672052143419665e-04
2.163252238438008590e+03,9.993443489074707031e-01,6.335672052143419665e-04
2.163259182728552332e+03,1.001014113426208496e+00,6.335672052143419665e-04
2.163266127019095620e+03,9.994329810142517090e-01,6.335672052143419665e-04
2.163273071309639818e+03,1.001739740371704102e+00,6.335672052143419665e-04
2.163280015600183106e+03,1.002253770828247070e+00,6.335672052143419665e-04
2.163286959890260732e+03,1.002230763435363770e+00,6.335672052143419665e-04
2.163293904180339268e+03,1.001307487487792969e+00,6.335672052143419665e-04
2.163300848470417804e+03,1.001098513603210449e+00,6.335672052143419665e-04
2.163307792760494976e+03,9.981698393821716309e-01,6.335672052143419665e-04
2.163314737050107396e+03,9.989019036293029785e-01,6.335672052143419665e-04
2.163321681339720271e+03,1.000271677970886230e+00,6.335672052143419665e-04
2.163328625629332237e+03,1.002195954322814941e+00,6.335672052143419665e-04
2.163335569918945112e+03,1.000708222389221191e+00,6.335672052143419665e-04
2.163342514208091416e+03,9.997413754463195801e-01,6.335672052143419665e-04
2.163349458497238629e+03,1.000863432884216309e+00,6.335672052143419665e-04
2.163356402786384933e+03,1.000371098518371582e+00,6.335672052143419665e-04
2.163363347075531237e+03,9.987912774085998535e-01,6.335672052143419665e-04
2.163370291364212790e+03,1.000829100608825684e+00,6.335672052143419665e-04
2.163377235653359094e+03,9.993982911109924316e-01,6.335672052143419665e-04
2.163384179942040646e+03,1.000994086265563965e+00,6.335672052143419665e-04
2.163391124230255627e+03,1.001001834869384766e+00,6.335672052143419665e-04
2.163398068518937180e+03,1.001381635665893555e+00,6.335672052143419665e-04
2.163405012807152161e+03,9.984772801399230957e-01,6.335672052143419665e-04
2.163411957095368052e+03,9.999150037765502930e-01,6.335672052143419665e-04
2.163418901383583488e+03,1.001474738121032715e+00,6.335672052143419665e-04
2.163425845671798925e+03,1.001121640205383301e+00,6.335672052143419665e-04
2.163432789959548245e+03,1.000659346580505371e+00,6.335672052143419665e-04
2.163439734247298475e+03,9.999907612800598145e-01,6.335672052143419665e-04
2.163446678535048704e+03,9.988971948623657227e-01,6.335672052143419665e-04
2.163453622822798479e+03,9.963530302047729492e-01,6.335672052143419665e-04
2.163460567110081683e+03,9.997569918632507324e-01,6.335672052143419665e-04
2.163467511397366252e+03,9.995541572570800781e-01,6.335672052143419665e-04
2.163474455684650820e+03,1.002063512802124023e+00,6.335672052143419665e-04
2.163481399971934479e+03,9.990853667259216309e-01,6.335672052143419665e-04
2.163488344259219048e+03,1.001096367835998535e+00,6.335672052143419665e-04
2.163495288546037500e+03,9.986215829849243164e-01,6.335672052143419665e-04
2.163502232832855952e+03,9.986863732337951660e-01,6.335672052143419665e-04
2.163509177119674860e+03,1.000185608863830566e+00,6.335672052143419665e-04
2.163516121406027196e+03,9.994223117828369141e-01,6.335672052143419665e-04
2.163523065692845194e+03,1.001596331596374512e+00,6.335672052143419665e-04
2.163530009979197985e+03,1.000913023948669434e+00,6.335672052143419665e-04
2.163536954265551685e+03,9.989405274391174316e-01,6.335672052143419665e-04
2.163543898551438360e+03,9.995743632316589355e-01,6.335672052143419665e-04
2.163550842837790697e+03,9.989790916442871094e-01,6.335672052143419665e-04
2.163557787123678281e+03,1.002000212669372559e+00,6.335672052143419665e-04
2.163564731409565866e+03,9.987198114395141602e-01,6.335672052143419665e-04
2.163571675694987789e+03,1.001161694526672363e+00,6.335672052143419665e-04
2.163578619980874009e+03,9.995040893554687500e-01,6.335672052143419665e-04
2.163585564266295478e+03,9.995029568672180176e-01,6.335672052143419665e-04
2.163592508551716946e+03,1.001064896583557129e+00,6.335672052143419665e-04
2.163599452837138415e+03,1.000421762466430664e+00,6.335672052143419665e-04
2.163606397122094677e+03,9.999883770942687988e-01,6.335672052143419665e-04
2.163613341407515691e+03,1.000425696372985840e+00,6.335672052143419665e-04
2.163620285692471043e+03,1.000215172767639160e+00,6.335672052143419665e-04
2.163627229977426396e+03,1.000490427017211914e+00,6.335672052143419665e-04
2.163634174261916542e+03,9.984803795814514160e-01,6.335672052143419665e-04
2.163641118546872349e+03,9.989034533500671387e-01,6.335672052143419665e-04
2.163648062831363859e+03,9.995526671409606934e-01,6.335672052143419665e-04
2.163655007115852641e+03,1.001028895378112793e+00,6.335672052143419665e-04
2.163661951400343241e+03,9.989233613014221191e-01,6.335672052143419665e-04
2.163668895684368181e+03,1.000028252601623535e+00,6.335672052143419665e-04
2.163675839968392211e+03,9.998330473899841309e-01,6.335672052143419665e-04
2.163682784252417150e+03,9.964074492454528809e-01,6.335672052143419665e-04
2.163689728536441180e+03,1.000003933906555176e+00,6.335672052143419665e-04
2.163696672820466119e+03,1.001218914985656738e+00,6.335672052143419665e-04
2.163703617104024488e+03,1.001515865325927734e+00,6.335672052143419665e-04
2.163710561387583766e+03,1.001850008964538574e+00,6.335672052143419665e-04
2.163717505671142135e+03,1.000345230102539062e+00,6.335672052143419665e-04
2.163724449954235752e+03,1.000086188316345215e+00,6.335672052143419665e-04
2.163731394237794120e+03,9.984534978866577148e-01,6.335672052143419665e-04
2.163738338520887737e+03,9.990884065628051758e-01,6.335672052143419665e-04
2.163745282803981354e+03,9.996579885482788086e-01,6.335672052143419665e-04
2.163752227087074516e+03,1.000859498977661133e+00,6.335672052143419665e-04
2.163759171369702017e+03,1.000144958496093750e+00,6.335672052143419665e-04
2.163766115652329518e+03,1.001313567161560059e+00,6.335672052143419665e-04
2.163773059934957018e+03,9.992385506629943848e-01,6.335672052143419665e-04
2.163780004217584519e+03,9.983794093132019043e-01,6.335672052143419665e-04
2.163786948500212020e+03,1.000231146812438965e+00,6.335672052143419665e-04
2.163793892782373405e+03,1.001567125320434570e+00,6.335672052143419665e-04
2.163800837064535699e+03,1.000431656837463379e+00,6.335672052143419665e-04
2.163807781346697084e+03,1.001093387603759766e+00,6.335672052143419665e-04
2.163814725628859378e+03,1.000780224800109863e+00,6.335672052143419665e-04
2.163821669910555102e+03,9.992204904556274414e-01,6.335672052143419665e-04
2.163828614192251734e+03,1.000095725059509277e+00,6.335672052143419665e-04
2.163835558473947458e+03,9.990891218185424805e-01,6.335672052143419665e-04
2.163842502755644091e+03,1.000035643577575684e+00,6.335672052143419665e-04
2.163849447036875063e+03,1.001771330833435059e+00,6.335672052143419665e-04
2.163856391318571696e+03,9.995162487030029297e-01,6.335672052143419665e-04
2.163863335599801758e+03,9.999675154685974121e-01,6.335672052143419665e-04
2.163870279880566159e+03,9.999976754188537598e-01,6.335672052143419665e-04
2.163877224161797130e+03,9.970185756683349609e-01,6.335672052143419665e-04
2.163884168442561531e+03,9.982688426971435547e-01,6.335672052143419665e-04
2.163891112723326842e+03,9.985911846160888672e-01,6.335672052143419665e-04
2.163898057004091243e+03,1.000551104545593262e+00,6.335672052143419665e-04
2.163905001284855643e+03,9.995858669281005859e-01,6.335672052143419665e-04
2.163911945565155293e+03,9.988915324211120605e-01,6.335672052143419665e-04
2.163918889845919693e+03,9.998345971107482910e-01,6.335672052143419665e-04
2.163925834126219343e+03,1.000290632247924805e+00,6.335672052143419665e-04
2.163932778406053330e+03,1.000415802001953125e+00,6.335672052143419665e-04
2.163939722686352070e+03,1.000050425529479980e+00,6.335672052143419665e-04
2.163946666966186513e+03,1.000529170036315918e+00,6.335672052143419665e-04
2.163953611246020046e+03,9.998345375061035156e-01,6.335672052143419665e-04
2.163960555525853124e+03,9.985139369964599609e-01,6.335672052143419665e-04
2.163967499805687112e+03,9.993425011634826660e-01,6.335672052143419665e-04
2.163974444085054529e+03,9.996218085289001465e-01,6.335672052143419665e-04
2.163981388364422855e+03,9.984764456748962402e-01,6.335672052143419665e-04
2.163988332643790272e+03,9.999306201934814453e-01,6.335672052143419665e-04
2.163995276923157689e+03,9.997930526733398438e-01,6.335672052143419665e-04
2.164002221202526925e+03,9.986088275909423828e-01,6.335672052143419665e-04
2.164009165481427772e+03,1.000128507614135742e+00,6.335672052143419665e-04
2.164016109760328618e+03,1.000337600708007812e+00,6.335672052143419665e-04
2.164023054039231283e+03,1.001226067543029785e+00,6.335672052143419665e-04
2.164029998317668287e+03,1.000618457794189453e+00,6.335672052143419665e-04
2.164036942596571862e+03,9.998709559440612793e-01,6.335672052143419665e-04
2.164043886875007956e+03,1.001849532127380371e+00,6.335672052143419665e-04
2.164050831153444506e+03,9.993699193000793457e-01,6.335672052143419665e-04
2.164057775431414939e+03,1.000988245010375977e+00,6.335672052143419665e-04
2.164064719709851488e+03,1.002046465873718262e+00,6.335672052143419665e-04
2.164071663987822831e+03,1.000348687171936035e+00,6.335672052143419665e-04
2.164078608265793264e+03,1.001872658729553223e+00,6.335672052143419665e-04
2.164085552543763697e+03,1.001855850219726562e+00,6.335672052143419665e-04
2.164092496821269378e+03,9.998973011970520020e-01,6.335672052143419665e-04
2.164099441099240721e+03,1.000702500343322754e+00,6.335672052143419665e-04
2.164106385376745493e+03,1.000892639160156250e+00,6.335672052143419665e-04
2.164113329654251174e+03,9.990164637565612793e-01,6.335672052143419665e-04
2.164120273931290285e+03,9.997739791870117188e-01,6.335672052143419665e-04
2.164127218208795966e+03,1.000923752784729004e+00,6.335672052143419665e-04
2.164134162485835077e+03,9.993279576301574707e-01,6.335672052143419665e-04
2.164141106762875097e+03,1.000995159149169922e+00,6.335672052143419665e-04
2.164148051039915117e+03,1.001553654670715332e+00,6.335672052143419665e-04
2.164154995316488566e+03,1.001666069030761719e+00,6.335672052143419665e-04
2.164161939593527677e+03,1.001583814620971680e+00,6.335672052143419665e-04
2.164168883870102491e+03,1.000952363014221191e+00,6.335672052143419665e-04
2.164175828146675940e+03,1.001999258995056152e+00,6.335672052143419665e-04
2.164182772422784183e+03,1.001185655593872070e+00,6.335672052143419665e-04
2.164189716699357632e+03,9.988977909088134766e-01,6.335672052143419665e-04
2.164196660975466330e+03,1.000215768814086914e+00,6.335672052143419665e-04
2.164203605251575027e+03,1.000535964965820312e+00,6.335672052143419665e-04
2.164210549527683725e+03,1.000313282012939453e+00,6.335672052143419665e-04
2.164217493803325851e+03,1.000073790550231934e+00,6.335672052143419665e-04
2.164224438078968888e+03,1.000157833099365234e+00,6.335672052143419665e-04
2.164231382354611014e+03,1.001681447029113770e+00,6.335672052143419665e-04
2.164238326630253141e+03,1.000989556312561035e+00,6.335672052143419665e-04
2.164245270905896177e+03,9.989787936210632324e-01,6.335672052143419665e-04
2.164252215181072643e+03,9.985790848731994629e-01,6.335672052143419665e-04
2.164259159456250927e+03,9.994568228721618652e-01,6.335672052143419665e-04
2.164266103731426938e+03,9.976992607116699219e-01,6.335672052143419665e-04
2.164273048006604768e+03,1.000960350036621094e+00,6.335672052143419665e-04
2.164279992281781233e+03,1.000850796699523926e+00,6.335672052143419665e-04
2.164286936556492492e+03,1.000360846519470215e+00,6.335672052143419665e-04
2.164293880831203751e+03,1.000088334083557129e+00,6.335672052143419665e-04
2.164300825105914555e+03,9.989778995513916016e-01,6.335672052143419665e-04
2.164307769380159698e+03,1.000193238258361816e+00,6.335672052143419665e-04
2.164314713654871412e+03,1.001233220100402832e+00,6.335672052143419665e-04
2.164321657929117009e+03,1.000031828880310059e+00,6.335672052143419665e-04
2.164328602203362607e+03,1.001660585403442383e+00,6.335672052143419665e-04
2.164335546477608659e+03,1.001007080078125000e+00,6.335672052143419665e-04
2.164342490751389050e+03,9.984755516052246094e-01,6.335672052143419665e-04
2.164349435025168532e+03,9.988251924514770508e-01,6.335672052143419665e-04
2.164356379299413675e+03,9.983904361724853516e-01,6.335672052143419665e-04
2.164363323572728405e+03,1.001200318336486816e+00,6.335672052143419665e-04
2.164370267846508796e+03,1.000279426574707031e+00,6.335672052143419665e-04
2.164377212119822616e+03,1.000429987907409668e+00,6.335672052143419665e-04
2.164384156393603007e+03,9.997118115425109863e-01,6.335672052143419665e-04
2.164391100666451166e+03,1.000097393989562988e+00,6.335672052143419665e-04
2.164398044939765896e+03,9.993425607681274414e-01,6.335672052143419665e-04
2.164404989213079716e+03,9.992187619209289551e-01,6.335672052143419665e-04
2.164411933483134817e+03,1.002584338188171387e+00,6.335672052143419665e-04
2.164418877755983885e+03,9.999322891235351562e-01,6.335672052143419665e-04
2.164425822028832044e+03,9.979735612869262695e-01,6.335672052143419665e-04
2.164432766301680203e+03,9.978430271148681641e-01,6.335672052143419665e-04
2.164439710574063611e+03,9.986427426338195801e-01,6.335672052143419665e-04
2.164446654846912679e+03,9.997664690017700195e-01,6.335672052143419665e-04
2.164453599118829516e+03,9.989114403724670410e-01,6.335672052143419665e-04
2.164460543391212923e+03,1.000632882118225098e+00,6.335672052143419665e-04
2.164467487663595421e+03,9.995297193527221680e-01,6.335672052143419665e-04
2.164474431935513167e+03,1.000914216041564941e+00,6.335672052143419665e-04
2.164481376207430912e+03,1.001008391380310059e+00,6.335672052143419665e-04
2.164488320479347749e+03,9.982681274414062500e-01,6.335672052143419665e-04
2.164495264751264585e+03,9.990118145942687988e-01,6.335672052143419665e-04
2.164502209022716670e+03,9.988316893577575684e-01,6.335672052143419665e-04
2.164509153294168755e+03,9.997507929801940918e-01,6.335672052143419665e-04
2.164516097565619930e+03,9.996347427368164062e-01,6.335672052143419665e-04
2.164523041837071105e+03,1.000572323799133301e+00,6.335672052143419665e-04
2.164529986108056619e+03,9.995346665382385254e-01,6.335672052143419665e-04
2.164536930379508703e+03,1.000656723976135254e+00,6.335672052143419665e-04
2.164543874650496036e+03,1.002265572547912598e+00,6.335672052143419665e-04
2.164550818921481550e+03,9.979937672615051270e-01,6.335672052143419665e-04
2.164557763192002312e+03,9.985584020614624023e-01,6.335672052143419665e-04
2.164564707462987826e+03,9.989480972290039062e-01,6.335672052143419665e-04
2.164571651733507679e+03,9.989510178565979004e-01,6.335672052143419665e-04
2.164578596004027986e+03,9.988740086555480957e-01,6.335672052143419665e-04
2.164585540274548293e+03,1.000187635421752930e+00,6.335672052143419665e-04
2.164592484544602939e+03,9.996180534362792969e-01,6.335672052143419665e-04
2.164599428815123247e+03,1.001364469528198242e+00,6.335672052143419665e-04
2.164606373085178348e+03,9.975675344467163086e-01,6.335672052143419665e-04
2.164613317355232539e+03,1.000971794128417969e+00,6.335672052143419665e-04
2.164620261624821978e+03,9.992621541023254395e-01,6.335672052143419665e-04
2.164627205894876170e+03,9.989296793937683105e-01,6.335672052143419665e-04
2.164634150164465609e+03,9.996941685676574707e-01,6.335672052143419665e-04
2.164641094434054139e+03,1.000525474548339844e+00,6.335672052143419665e-04
2.164648038703643579e+03,1.000221014022827148e+00,6.335672052143419665e-04
2.164654982972767357e+03,9.995797872543334961e-01,6.335672052143419665e-04
2.164661927242356796e+03,1.000938534736633301e+00,6.335672052143419665e-04
2.164668871511479665e+03,1.002159595489501953e+00,6.335672052143419665e-04
2.164675815780602989e+03,1.000162363052368164e+00,6.335672052143419665e-04
2.164682760049260651e+03,1.000900626182556152e+00,6.335672052143419665e-04
2.164689704318384429e+03,9.992826581001281738e-01,6.335672052143419665e-04
2.164696648587041636e+03,9.989670515060424805e-01,6.335672052143419665e-04
2.164703592855699753e+03,1.001097798347473145e+00,6.335672052143419665e-04
2.164710537124357415e+03,9.990154504776000977e-01,6.335672052143419665e-04
2.164717481392549416e+03,1.001061797142028809e+00,6.335672052143419665e-04
2.164724425661206624e+03,9.995988607406616211e-01,6.335672052143419665e-04
2.164731369929399079e+03,1.000726819038391113e+00,6.335672052143419665e-04
2.164738314197591535e+03,1.002013802528381348e+00,6.335672052143419665e-04
2.164745258465783991e+03,1.001586794853210449e+00,6.335672052143419665e-04
2.164752202733510785e+03,1.001264929771423340e+00,6.335672052143419665e-04
2.164759147001701422e+03,9.999639391899108887e-01,6.335672052143419665e-04
2.164766091269428216e+03,9.998955726623535156e-01,6.335672052143419665e-04
2.164773035536688440e+03,9.988883137702941895e-01,6.335672052143419665e-04
2.164779979804415234e+03,1.000414133071899414e+00,6.335672052143419665e-04
2.164786924071675458e+03,9.997158646583557129e-01,6.335672052143419665e-04
2.164793868339402252e+03,9.988175630569458008e-01,6.335672052143419665e-04
2.164800812606662475e+03,9.988369345664978027e-01,6.335672052143419665e-04
2.164807756873457947e+03,9.989712834358215332e-01,6.335672052143419665e-04
2.164814701140718171e+03,9.996450543403625488e-01,6.335672052143419665e-04
2.164821645407512733e+03,1.000383257865905762e+00,6.335672052143419665e-04
2.164828589674308205e+03,9.989238977432250977e-01,6.335672052143419665e-04
2.164835533941103677e+03,9.990167021751403809e-01,6.335672052143419665e-04
2.164842478207899148e+03,1.000212073326110840e+00,6.335672052143419665e-04
2.164849422474228959e+03,1.000923871994018555e+00,6.335672052143419665e-04
2.164856366741023521e+03,1.001960873603820801e+00,6.335672052143419665e-04
2.164863311007353332e+03,9.998885989189147949e-01,6.335672052143419665e-04
2.164870255273682233e+03,9.995817542076110840e-01,6.335672052143419665e-04
2.164877199539546382e+03,9.993338584899902344e-01,6.335672052143419665e-04
2.164884143805875283e+03,9.990398287773132324e-01,6.335672052143419665e-04
2.164891088071738977e+03,9.977925419807434082e-01,6.335672052143419665e-04
2.164898032337602672e+03,1.001204967498779297e+00,6.335672052143419665e-04
2.164904976603001160e+03,9.999709725379943848e-01,6.335672052143419665e-04
2.164911920868864399e+03,9.982817769050598145e-01,6.335672052143419665e-04
2.164918865134262887e+03,1.000389218330383301e+00,6.335672052143419665e-04
2.164925809399660466e+03,1.001754522323608398e+00,6.335672052143419665e-04
2.164932753665058954e+03,1.000836849212646484e+00,6.335672052143419665e-04
2.164939697930456532e+03,1.002056837081909180e+00,6.335672052143419665e-04
2.164946642195389359e+03,1.002271294593811035e+00,6.335672052143419665e-04
2.164953586460322185e+03,1.000848412513732910e+00,6.335672052143419665e-04
2.164960530725254102e+03,9.984846711158752441e-01,6.335672052143419665e-04
2.164967474990186929e+03,1.000287175178527832e+00,6.335672052143419665e-04
2.164974419255119756e+03,9.998416900634765625e-01,6.335672052143419665e-04
2.164981363519586012e+03,1.000191450119018555e+00,6.335672052143419665e-04
2.164988307784052267e+03,9.998537302017211914e-01,6.335672052143419665e-04
2.164995252048518978e+03,9.958540797233581543e-01,6.335672052143419665e-04
2.165002196312985689e+03,9.989167451858520508e-01,6.335672052143419665e-04
2.165009140576987193e+03,9.990546703338623047e-01,6.335672052143419665e-04
2.165016084840988697e+03,9.991443157196044922e-01,6.335672052143419665e-04
2.165023029105454953e+03,9.986221194267272949e-01,6.335672052143419665e-04
2.165029973368990795e+03,9.975820779800415039e-01,6.335672052143419665e-04
2.165036917632991390e+03,9.993643760681152344e-01,6.335672052143419665e-04
2.165043861896527233e+03,1.000341534614562988e+00,6.335672052143419665e-04
2.165050806160528737e+03,9.961411952972412109e-01,6.335672052143419665e-04
2.165057750424063670e+03,1.001028299331665039e+00,6.335672052143419665e-04
2.165064694687133851e+03,9.994918704032897949e-01,6.335672052143419665e-04
2.165071638950668785e+03,9.960069656372070312e-01,6.335672052143419665e-04
2.165078583213738511e+03,9.994055032730102539e-01,6.335672052143419665e-04
2.165085527476808238e+03,9.994159340858459473e-01,6.335672052143419665e-04
2.165092471739877510e+03,1.000715494155883789e+00,6.335672052143419665e-04
2.165099416002947692e+03,9.988591074943542480e-01,6.335672052143419665e-04
2.165106360265552212e+03,9.990966320037841797e-01,6.335672052143419665e-04
2.165113304528622393e+03,9.985013604164123535e-01,6.335672052143419665e-04
2.165120248791226913e+03,1.000435113906860352e+00,6.335672052143419665e-04
2.165127193053365772e+03,9.987949132919311523e-01,6.335672052143419665e-04
2.165134137315969383e+03,9.988940358161926270e-01,6.335672052143419665e-04
2.165141081578108242e+03,9.995301365852355957e-01,6.335672052143419665e-04
2.165148025840712762e+03,9.971043467521667480e-01,6.335672052143419665e-04
2.165154970102850712e+03,9.972250461578369141e-01,6.335672052143419665e-04
2.165161914364523454e+03,9.974965453147888184e-01,6.335672052143419665e-04
2.165168858626661859e+03,9.994257688522338867e-01,6.335672052143419665e-04
2.165175802888334601e+03,9.981893301010131836e-01,6.335672052143419665e-04
2.165182747150007344e+03,9.994800090789794922e-01,6.335672052143419665e-04
2.165189691411679632e+03,1.000632405281066895e+00,6.335672052143419665e-04
2.165196635673352830e+03,9.964438676834106445e-01,6.335672052143419665e-04
2.165203579934559457e+03,9.984666705131530762e-01,6.335672052143419665e-04
2.165210524196231745e+03,9.979222416877746582e-01,6.335672052143419665e-04
2.165217468457439281e+03,9.985820055007934570e-01,6.335672052143419665e-04
2.165224412718181156e+03,9.977686405181884766e-01,6.335672052143419665e-04
2.165231356979387783e+03,9.994589686393737793e-01,6.335672052143419665e-04
2.165238301240129658e+03,9.983473420143127441e-01,6.335672052143419665e-04
2.165245245501337195e+03,9.971831440925598145e-01,6.335672052143419665e-04
2.165252189762079070e+03,9.984906315803527832e-01,6.335672052143419665e-04
2.165259134022354374e+03,9.995644688606262207e-01,6.335672052143419665e-04
2.165266078283096249e+03,9.995659589767456055e-01,6.335672052143419665e-04
2.165273022543371553e+03,9.983360171318054199e-01,6.335672052143419665e-04
2.165279966803647767e+03,9.971732497215270996e-01,6.335672052143419665e-04
2.165286911063923071e+03,9.979990124702453613e-01,6.335672052143419665e-04
