2460661.6943418249 43.0642603740 2.6189227684 NEID1
2460661.8343180944 -8.0583318385 3.1412993415 NEID1
2460680.6447706195 -4.5236017067 4.2333938244 NEID2
2460680.7465518303 43.3411175122 2.8155222977 NEID2
2460725.6172892489 56.1613226780 2.9572342427 NEID3
2460725.6210312811 57.9594631783 2.7031448682 NEID3
2460725.6723220921 29.7155769550 5.5671260526 NEID3
2460725.6758778989 25.0579631978 5.3757756861 NEID3
