bjd,rv,e_rv
2460661.6943338895,-12.67198657373069,2.791394212928081
2460661.834319011,-26.541499162472615,3.3693757414242542
2460680.6447699596,-22.93129469929433,4.563358876414149
2460680.746565967,-2.3428048955467675,3.011773404436091
