bjd,rv,e_rv
2460661.6943338895,-12.153412254430764,2.790352288130254
2460661.834319011,-26.195315349034697,3.3681642030844174
2460663.8184767375,-7.562243188459393,2.513291687512829
2460664.634617177,1.563914859169976,1.9544045103998662
2460665.583869282,6.679097758862412,1.907048609277901
2460680.6447699596,-22.78148259790819,4.561504587452499
2460680.746565967,-2.585665398061893,3.008595667419516
