bjd,rv,e_rv,pre_rv,pre_e_rv,sn18,exptime,berv,qprog,airmass,filename,dLW,e_dLW,crx,e_crx,ln_order_center,irt_ind1,irt_ind1_e,irt_ind2,irt_ind2_e,irt_ind3,irt_ind3_e
2460673.709907081,-25.170605983866555,10.175045522792619,,,147.1256478589773,969.15,-26.16347113219325,PSU25-1-011,,/storage/group/sqm107/default/HPFData/Processed/WavelengthCalibrated_e2ds/20241229/0017/Slope-20241229T044851_R01.fits.fr_optimal.fits,-212.25780313313106,28.8335886428106,-88.2275843140317,96.15178969211883,[,0.635373825455168,0.002832679525872099,0.37022575673044406,0.002612703626140488,0.39321986449441815,0.002403093484067342
2460712.6066299193,13.293673678017411,7.275142486577212,,,205.1224563231438,969.15,-29.894359916988662,PSU25-1-011,,/storage/group/sqm107/default/HPFData/Processed/WavelengthCalibrated_e2ds/20250206/0008/Slope-20250206T022604_R01.fits.fr_optimal.fits,-229.34716259361545,21.1272770741423,-147.0966856737893,87.47793165822391,9,0.6289438463470541,0.0019519863918055118,0.3571162096445559,0.0017559515033352543,0.3820918886993674,0.001629341888165916
2460715.5976656554,5.944100296434401,5.048578804303719,,,298.1960593111006,969.15,-29.5988482517652,PSU25-1-011,,/storage/group/sqm107/default/HPFData/Processed/WavelengthCalibrated_e2ds/20250209/0007/Slope-20250209T021302_R01.fits.fr_optimal.fits,-159.4451954036687,13.504919046638166,-169.04116824046443,125.40086444291417,.,0.634185866432857,0.0013481386942033491,0.3728040076406301,0.0012223554024866881,0.39321816656036435,0.0011707386349986294
