2459144.5204490158 TESS
2459144.5218379330 TESS
2459144.5232268507 TESS
2459144.5246157679 TESS
2459144.5260046846 TESS
2459144.5273936018 TESS
2459144.5287825190 TESS
2459144.5301714363 TESS
2459144.5315603530 TESS
2459144.5329492707 TESS
2459144.5343381879 TESS
2459144.5357271046 TESS
2459144.5371160218 TESS
2459144.5385049391 TESS
2459144.5398938563 TESS
2459144.5412827730 TESS
2459144.5426716902 TESS
2459144.5440606074 TESS
2459144.5454495242 TESS
2459144.5468384409 TESS
2459144.5482273581 TESS
2459144.5496162758 TESS
2459144.5510051921 TESS
2459144.5523941093 TESS
2459144.5537830261 TESS
2459144.5551719428 TESS
2459144.5565608595 TESS
2459144.5579497768 TESS
2459144.5593386930 TESS
2459144.5607276107 TESS
2459144.5621165275 TESS
2459144.5635054447 TESS
2459144.5648943610 TESS
2459144.5662832777 TESS
2459144.5676721949 TESS
2459144.5690611121 TESS
2459144.5704500284 TESS
2459144.5718389456 TESS
2459144.5732278624 TESS
2459144.5746167782 TESS
2459144.5760056954 TESS
2459144.5773946126 TESS
2459144.5787835293 TESS
2459144.5801724461 TESS
2459144.5815613628 TESS
2459144.5829502800 TESS
2459144.5843391959 TESS
2459144.5857281126 TESS
2459144.5871170294 TESS
2459144.5885059461 TESS
2459144.5898948628 TESS
2459144.5912837801 TESS
2459144.5926726963 TESS
2459144.5940616126 TESS
2459144.5954505294 TESS
2459144.5968394456 TESS
2459144.5982283624 TESS
2459144.5996172791 TESS
2459144.6010061959 TESS
2459144.6023951122 TESS
2459144.6037840284 TESS
2459144.6051729452 TESS
2459144.6065618619 TESS
2459144.6079507782 TESS
2459144.6107286112 TESS
2459144.6121175280 TESS
2459144.6148953605 TESS
2459144.6176731936 TESS
2459144.6190621103 TESS
2459144.6204510266 TESS
2459144.6218399429 TESS
2459144.6232288592 TESS
2459144.6246177754 TESS
2459144.6260066922 TESS
2459144.6273956085 TESS
2459144.6287845247 TESS
2459144.6301734410 TESS
2459144.6315623578 TESS
2459144.6329512736 TESS
2459144.6343401899 TESS
2459144.6357291061 TESS
2459144.6371180224 TESS
2459144.6385069387 TESS
2459144.6398958554 TESS
2459144.6412847722 TESS
2459144.6426736875 TESS
2459144.6440626038 TESS
2459144.6454515201 TESS
2459144.6468404364 TESS
2459144.6482293527 TESS
2459144.6496182689 TESS
2459144.6510071848 TESS
2459144.6523961006 TESS
2459144.6537850169 TESS
2459144.6551739331 TESS
2459144.6565628494 TESS
2459144.6579517657 TESS
2459144.6593406810 TESS
2459144.6607295978 TESS
2459144.6621185136 TESS
2459144.6635074299 TESS
2459144.6648963457 TESS
2459144.6662852620 TESS
2459144.6676741783 TESS
2459144.6690630941 TESS
2459144.6704520104 TESS
2459144.6718409257 TESS
2459144.6732298420 TESS
2459144.6746187578 TESS
2459144.6760076741 TESS
2459144.6773965899 TESS
2459144.6787855062 TESS
2459144.6801744220 TESS
2459144.6815633378 TESS
2459144.6829522536 TESS
2459144.6843411694 TESS
2459144.6857300857 TESS
2459144.6871190011 TESS
2459144.6885079173 TESS
2459144.6898968332 TESS
2459144.6912857490 TESS
2459144.6926746648 TESS
2459144.6940635806 TESS
2459144.6954524964 TESS
2459144.6968414122 TESS
2459144.6982303285 TESS
2459144.6996192443 TESS
2459144.7010081601 TESS
2459144.7023970755 TESS
2459144.7037859918 TESS
2459144.7051749071 TESS
2459144.7065638229 TESS
2459144.7079527387 TESS
2459144.7093416546 TESS
2459144.7107305699 TESS
2459144.7121194853 TESS
2459144.7135084011 TESS
2459144.7148973169 TESS
2459144.7162862327 TESS
2459144.7176751485 TESS
2459144.7190640643 TESS
2459144.7204529792 TESS
2459144.7218418950 TESS
2459144.7232308108 TESS
2459144.7246197262 TESS
2459144.7260086420 TESS
2459144.7273975578 TESS
2459144.7287864732 TESS
2459144.7301753885 TESS
2459144.7315643039 TESS
2459144.7329532201 TESS
2459144.7343421350 TESS
2459144.7357310508 TESS
2459144.7371199662 TESS
2459144.7385088820 TESS
2459144.7398977969 TESS
2459144.7412867127 TESS
2459144.7426756280 TESS
2459144.7440645434 TESS
2459144.7454534592 TESS
2459144.7468423746 TESS
2459144.7482312899 TESS
2459144.7496202053 TESS
2459144.7510091206 TESS
2459144.7523980360 TESS
2459144.7537869518 TESS
2459144.7551758667 TESS
2459144.7565647825 TESS
2459144.7579536978 TESS
2459144.7593426127 TESS
2459144.7607315280 TESS
2459144.7621204434 TESS
2459144.7635093587 TESS
2459144.7648982741 TESS
2459144.7662871890 TESS
2459144.7676761048 TESS
2459144.7690650201 TESS
2459144.7704539350 TESS
2459144.7718428504 TESS
2459144.7732317657 TESS
2459144.7746206811 TESS
2459144.7760095960 TESS
2459144.7773985118 TESS
2459144.7787874262 TESS
2459144.7801763411 TESS
2459144.7815652569 TESS
2459144.7829541722 TESS
2459144.7843430871 TESS
2459144.7857320025 TESS
2459144.7871209173 TESS
2459144.7885098322 TESS
2459144.7898987480 TESS
2459144.7912876625 TESS
2459144.7926765778 TESS
2459144.7940654927 TESS
2459144.7954544080 TESS
2459144.7968433229 TESS
2459144.7982322378 TESS
2459144.7996211527 TESS
2459144.8010100680 TESS
2459144.8023989829 TESS
2459144.8037878978 TESS
2459144.8051768132 TESS
2459144.8065657280 TESS
2459144.8079546425 TESS
2459144.8093435578 TESS
2459144.8107324727 TESS
2459144.8121213880 TESS
2459144.8135103025 TESS
2459144.8148992178 TESS
2459144.8162881327 TESS
2459144.8176770471 TESS
2459144.8190659620 TESS
2459144.8204548769 TESS
2459144.8218437922 TESS
2459144.8232327062 TESS
2459144.8246216220 TESS
2459144.8260105369 TESS
2459144.8273994518 TESS
2459144.8287883662 TESS
2459144.8301772806 TESS
2459144.8315661955 TESS
2459144.8329551104 TESS
2459144.8343440248 TESS
2459144.8357329401 TESS
2459144.8371218545 TESS
2459144.8385107694 TESS
2459144.8398996843 TESS
2459144.8412885987 TESS
2459144.8426775136 TESS
2459144.8440664285 TESS
2459144.8454553434 TESS
2459144.8468442573 TESS
2459144.8482331722 TESS
2459144.8496220871 TESS
2459144.8510110010 TESS
2459144.8523999164 TESS
2459144.8537888317 TESS
2459144.8551777457 TESS
2459144.8565666601 TESS
2459144.8579555745 TESS
2459144.8593444894 TESS
2459144.8607334038 TESS
2459144.8621223187 TESS
2459144.8635112331 TESS
2459144.8649001475 TESS
2459144.8662890620 TESS
2459144.8676779764 TESS
2459144.8690668917 TESS
2459144.8704558057 TESS
2459144.8718447201 TESS
2459144.8732336345 TESS
2459144.8746225494 TESS
2459144.8760114638 TESS
2459144.8774003778 TESS
2459144.8787892922 TESS
2459144.8801782071 TESS
2459144.8815671210 TESS
2459144.8829560359 TESS
2459144.8843449503 TESS
2459144.8857338643 TESS
2459144.8871227787 TESS
2459144.8885116931 TESS
2459144.8899006075 TESS
2459144.8912895219 TESS
2459144.8926784364 TESS
2459144.8940673508 TESS
2459144.8954562647 TESS
2459144.8968451791 TESS
2459144.8982340936 TESS
2459144.8996230080 TESS
2459144.9010119224 TESS
2459144.9024008363 TESS
2459144.9037897508 TESS
2459144.9051786647 TESS
2459144.9065675791 TESS
2459144.9079564936 TESS
2459144.9093454075 TESS
2459144.9107343219 TESS
2459144.9121232363 TESS
2459144.9135121503 TESS
2459144.9149010638 TESS
2459144.9162899787 TESS
2459144.9176788926 TESS
2459144.9190678070 TESS
2459144.9204567210 TESS
2459144.9218456354 TESS
2459144.9232345494 TESS
2459144.9246234638 TESS
2459144.9260123773 TESS
2459144.9274012921 TESS
2459144.9287902056 TESS
2459144.9301791200 TESS
2459144.9315680340 TESS
2459144.9329569479 TESS
2459144.9343458619 TESS
2459144.9357347758 TESS
2459144.9371236898 TESS
2459144.9385126042 TESS
2459144.9399015182 TESS
2459144.9412904321 TESS
2459144.9426793461 TESS
2459144.9440682600 TESS
2459144.9454571740 TESS
2459144.9468460879 TESS
2459144.9482350019 TESS
2459144.9496239158 TESS
2459144.9510128298 TESS
2459144.9524017442 TESS
2459144.9537906572 TESS
2459144.9551795712 TESS
2459144.9565684851 TESS
2459144.9579573991 TESS
2459144.9593463130 TESS
2459144.9621241409 TESS
2459144.9635130544 TESS
2459144.9649019684 TESS
2459144.9662908823 TESS
2459144.9676797958 TESS
2459144.9690687098 TESS
2459144.9704576242 TESS
2459144.9718465377 TESS
2459144.9732354512 TESS
2459144.9746243646 TESS
2459144.9760132786 TESS
2459144.9774021925 TESS
2459144.9787911060 TESS
2459144.9801800200 TESS
2459144.9815689339 TESS
2459144.9829578470 TESS
2459144.9843467609 TESS
2459144.9857356744 TESS
2459144.9871245883 TESS
2459144.9885135023 TESS
2459144.9899024158 TESS
2459144.9912913297 TESS
