Planet 1,P_b (days),T0_b,ecc_b,omega_b (rad),K_b (m/s),Planet 2,P_c (days),T0_c,ecc_c,omega_c (rad),K_c (m/s),K_truth (m/s),K_fit (m/s),Result
TOI-2431 b,0.22419542943314857,2460258.868167719,0,1.5707963267948966,47.026787756506785,TOI-2431 c,35.1233712801773,8.75724187936748,0,1.5707963267948966,0.05831883571814078,47.026787756506785,45.59557665516158,Recovered
TOI-2431 b,0.22419519496221338,2460258.8684792146,0,1.5707963267948966,4.018897648391922,TOI-2431 c,62.987070912214676,7.667669965886084,0,1.5707963267948966,15.762462884333118,4.018897648391922,3.982090016954585,Recovered
TOI-2431 b,0.22419554620290658,2460258.868444794,0,1.5707963267948966,39.763439577426944,TOI-2431 c,30.820498128696613,-4.5035001699439,0,1.5707963267948966,38.88983340323403,39.763439577426944,39.98973262161458,Recovered
TOI-2431 b,0.22419536449958327,2460258.8688274687,0,1.5707963267948966,13.144849104935025,TOI-2431 c,41.32122593048039,17.455756896244562,0,1.5707963267948966,17.45011765736619,13.144849104935025,12.933029290910142,Recovered
TOI-2431 b,0.2241957614160078,2460258.8685733564,0,1.5707963267948966,7.334249485264188,TOI-2431 c,68.68552443276252,-28.131707454718875,0,1.5707963267948966,26.657876799355222,7.334249485264188,4.7715690452914306,Not Recovered
TOI-2431 b,0.2241952288768658,2460258.8682775507,0,1.5707963267948966,21.440294247756004,TOI-2431 c,64.44239753303329,5.686121579993802,0,1.5707963267948966,38.48252500752466,21.440294247756004,23.192132342368453,Not Recovered
TOI-2431 b,0.2241958736730733,2460258.8685107906,0,1.5707963267948966,46.20864105554108,TOI-2431 c,80.65246872215752,-12.823181511067652,0,1.5707963267948966,8.267222529409924,46.20864105554108,45.494048854567595,Recovered
TOI-2431 b,0.22419562713841254,2460258.8688027593,0,1.5707963267948966,9.927749571429285,TOI-2431 c,19.930860649746577,6.25009124467374,0,1.5707963267948966,14.18789379677739,9.927749571429285,9.385468035170357,Recovered
TOI-2431 b,0.2241958799138874,2460258.868830827,0,1.5707963267948966,18.57647657313033,TOI-2431 c,47.83923678839266,-3.917804495505866,0,1.5707963267948966,14.053401575538704,18.57647657313033,20.23923970783061,Recovered
TOI-2431 b,0.22419701564326655,2460258.8685269807,0,1.5707963267948966,8.21376681624596,TOI-2431 c,25.702142181356674,3.015770757008374,0,1.5707963267948966,18.533783608171177,8.21376681624596,9.773842700692256,Recovered
TOI-2431 b,0.22419622569946454,2460258.8686965182,0,1.5707963267948966,38.358344496263186,TOI-2431 c,54.607953561417254,13.329890350408863,0,1.5707963267948966,23.881971750595916,38.358344496263186,38.117705533281764,Recovered
TOI-2431 b,0.22419588481020528,2460258.868571058,0,1.5707963267948966,23.4682576948401,TOI-2431 c,24.32052606935329,-1.8922396648320259,0,1.5707963267948966,40.10496800838364,23.4682576948401,23.00814485390377,Recovered
TOI-2431 b,0.22419597319979334,2460258.868459578,0,1.5707963267948966,16.74794759347732,TOI-2431 c,12.917495169250623,-4.290916775924449,0,1.5707963267948966,9.484952502096784,16.74794759347732,18.188741115043793,Recovered
TOI-2431 b,0.22419552496064676,2460258.868709261,0,1.5707963267948966,6.464171459043327,TOI-2431 c,40.93885335984642,-4.838261057628253,0,1.5707963267948966,0.7643471681947955,6.464171459043327,4.937539342745993,Recovered
TOI-2431 b,0.22419625251854872,2460258.8686343273,0,1.5707963267948966,34.71057702882452,TOI-2431 c,38.82931601920939,6.0902791839857855,0,1.5707963267948966,27.79241448855486,34.71057702882452,36.80351288936915,Not Recovered
TOI-2431 b,0.22419616829876488,2460258.8685511746,0,1.5707963267948966,44.72020102587059,TOI-2431 c,86.752728567527,-30.09520223369624,0,1.5707963267948966,38.05978443148302,44.72020102587059,45.0345525412092,Recovered
TOI-2431 b,0.22419617919382553,2460258.8685470056,0,1.5707963267948966,22.441057997161895,TOI-2431 c,29.004904475440114,-10.064332885984435,0,1.5707963267948966,34.394841161064434,22.441057997161895,24.51887311396368,Not Recovered
TOI-2431 b,0.22419630854340933,2460258.8685719897,0,1.5707963267948966,19.872430418634067,TOI-2431 c,26.45478177748881,8.889649575678334,0,1.5707963267948966,33.71762375229192,19.872430418634067,20.522201946216995,Recovered
TOI-2431 b,0.22419593917027225,2460258.8686998542,0,1.5707963267948966,19.65322295673375,TOI-2431 c,22.337751769457892,-7.0228009786352255,0,1.5707963267948966,38.194447747326436,19.65322295673375,18.602478657169954,Recovered
TOI-2431 b,0.22419605476254278,2460258.8685483607,0,1.5707963267948966,21.821919786977904,TOI-2431 c,21.925567838406646,7.487791948829001,0,1.5707963267948966,9.11372107525707,21.821919786977904,21.33746060989566,Recovered
TOI-2431 b,0.22419580642993825,2460258.868775758,0,1.5707963267948966,24.120751625700855,TOI-2431 c,68.04915452829317,-3.226650426538857,0,1.5707963267948966,18.865333678668822,24.120751625700855,21.47519800946379,Not Recovered
TOI-2431 b,0.22419551548780653,2460258.8681289465,0,1.5707963267948966,18.448061695000124,TOI-2431 c,80.86159711350169,8.054023102305493,0,1.5707963267948966,40.11208158534525,18.448061695000124,19.540706599589427,Recovered
TOI-2431 b,0.22419613085926365,2460258.8686987883,0,1.5707963267948966,48.78434362662728,TOI-2431 c,4.520427653853341,1.7275527917896674,0,1.5707963267948966,43.71744986328714,48.78434362662728,48.85424546441289,Recovered
TOI-2431 b,0.2241955262764493,2460258.86843276,0,1.5707963267948966,25.70071433136065,TOI-2431 c,98.11449174283217,-6.929725118503939,0,1.5707963267948966,32.769639704620346,25.70071433136065,24.174468410626638,Recovered
TOI-2431 b,0.2241964087573818,2460258.8687779205,0,1.5707963267948966,34.23071345247596,TOI-2431 c,60.40648213928197,-10.759772978254716,0,1.5707963267948966,32.79024455312853,34.23071345247596,33.53604780920965,Recovered
TOI-2431 b,0.2241960087304557,2460258.868478816,0,1.5707963267948966,33.777234292365165,TOI-2431 c,80.16654089024465,22.128093495469997,0,1.5707963267948966,22.39015377980748,33.777234292365165,33.96103614957418,Recovered
TOI-2431 b,0.22419584312868965,2460258.8683209284,0,1.5707963267948966,46.89300183095579,TOI-2431 c,29.062911484233304,-7.773107977075653,0,1.5707963267948966,29.096705231560833,46.89300183095579,48.30541454743669,Recovered
TOI-2431 b,0.22419648174137402,2460258.8686740356,0,1.5707963267948966,3.644264680178594,TOI-2431 c,35.617999466002146,-17.465303053068045,0,1.5707963267948966,25.290215683798596,3.644264680178594,1.5699844311799027,Not Recovered
TOI-2431 b,0.22419532375759413,2460258.8683371353,0,1.5707963267948966,40.8578376009546,TOI-2431 c,61.03388898516342,10.497439249437544,0,1.5707963267948966,6.321471693374403,40.8578376009546,41.989243502584,Recovered
TOI-2431 b,0.22419540802823387,2460258.868351328,0,1.5707963267948966,24.95351414225901,TOI-2431 c,59.86697712416742,1.483451726693076,0,1.5707963267948966,34.672746374288124,24.95351414225901,22.854151122377843,Recovered
TOI-2431 b,0.22419530822083678,2460258.868439839,0,1.5707963267948966,27.20197139798169,TOI-2431 c,32.12336782779866,15.455785756503783,0,1.5707963267948966,28.499446573515886,27.20197139798169,26.74695887981791,Recovered
TOI-2431 b,0.22419554993454277,2460258.8686206825,0,1.5707963267948966,37.95171853165519,TOI-2431 c,46.52916279055136,16.756586048427412,0,1.5707963267948966,5.6680818599920695,37.95171853165519,41.60332824909963,Not Recovered
TOI-2431 b,0.22419566565102478,2460258.8687321115,0,1.5707963267948966,23.587048599339788,TOI-2431 c,50.81108380241639,-0.08582947234421923,0,1.5707963267948966,34.836904255085756,23.587048599339788,23.545122102442132,Recovered
TOI-2431 b,0.22419529304981467,2460258.868700877,0,1.5707963267948966,6.8098698045523705,TOI-2431 c,92.58877849214946,-41.01626001011759,0,1.5707963267948966,31.603812843717943,6.8098698045523705,4.586698067388295,Not Recovered
TOI-2431 b,0.2241960982537727,2460258.8687613197,0,1.5707963267948966,40.0436873087625,TOI-2431 c,66.6747275035469,21.21223569917108,0,1.5707963267948966,41.30425826204923,40.0436873087625,41.08437691039722,Recovered
TOI-2431 b,0.2241959242708238,2460258.868405834,0,1.5707963267948966,18.097992731500646,TOI-2431 c,90.77415367512609,15.678139525737905,0,1.5707963267948966,34.46256003411434,18.097992731500646,18.09609765427693,Recovered
TOI-2431 b,0.22419630972473353,2460258.8683409444,0,1.5707963267948966,43.01859243075368,TOI-2431 c,22.956659721279323,7.85327268061965,0,1.5707963267948966,36.60785097261554,43.01859243075368,45.46086558317704,Not Recovered
TOI-2431 b,0.22419560187979648,2460258.8685144316,0,1.5707963267948966,22.949626140085954,TOI-2431 c,21.21676366002622,2.6564251035583837,0,1.5707963267948966,45.68816931583362,22.949626140085954,23.92882643507953,Recovered
TOI-2431 b,0.2241951576841281,2460258.8684303057,0,1.5707963267948966,32.95198048034044,TOI-2431 c,69.580497555157,11.543902223319158,0,1.5707963267948966,16.40656462647937,32.95198048034044,32.94223549594658,Recovered
TOI-2431 b,0.224196024649595,2460258.8687696145,0,1.5707963267948966,0.5267097158290324,TOI-2431 c,60.342218710623406,8.757862892842095,0,1.5707963267948966,0.8547508435969076,0.5267097158290324,1.192802073105059,Recovered
TOI-2431 b,0.2241956992118563,2460258.868675835,0,1.5707963267948966,18.47943614852663,TOI-2431 c,68.36635462623175,16.72710548701562,0,1.5707963267948966,26.90966019901284,18.47943614852663,19.440883782944656,Recovered
TOI-2431 b,0.22419568335239953,2460258.8684529513,0,1.5707963267948966,1.2346244968208187,TOI-2431 c,36.93568593515981,-4.489990489007512,0,1.5707963267948966,11.995403731294763,1.2346244968208187,0.7517841334735169,Recovered
TOI-2431 b,0.2241964387589693,2460258.8686820897,0,1.5707963267948966,8.209683039863192,TOI-2431 c,72.76100972371492,3.845699612099267,0,1.5707963267948966,18.48113617356618,8.209683039863192,7.985120056450275,Recovered
TOI-2431 b,0.22419615163337567,2460258.8688121657,0,1.5707963267948966,7.82803305360375,TOI-2431 c,79.47957216205674,16.26542986379146,0,1.5707963267948966,5.520960054710411,7.82803305360375,7.487911218646246,Recovered
TOI-2431 b,0.2241951796044297,2460258.8684501434,0,1.5707963267948966,35.40105172065994,TOI-2431 c,51.13838524332697,23.4540777963286,0,1.5707963267948966,37.83269476336662,35.40105172065994,34.574929435578824,Recovered
TOI-2431 b,0.2241960637458427,2460258.868677174,0,1.5707963267948966,3.116855372830524,TOI-2431 c,20.68103824473684,8.114218536490931,0,1.5707963267948966,17.209048879148668,3.116855372830524,1.8724676120292334,Recovered
TOI-2431 b,0.22419539879567255,2460258.868338981,0,1.5707963267948966,42.447499133366414,TOI-2431 c,20.61331985904488,7.79896194059312,0,1.5707963267948966,36.06306272302496,42.447499133366414,43.72306152332766,Recovered
TOI-2431 b,0.2241961171510046,2460258.8687781254,0,1.5707963267948966,0.920117520863295,TOI-2431 c,47.42559164100426,-2.900302552096779,0,1.5707963267948966,4.5650307857398325,0.920117520863295,2.925361566426786,Not Recovered
TOI-2431 b,0.2241958680234388,2460258.868489729,0,1.5707963267948966,5.899526440690278,TOI-2431 c,88.88486884804387,-26.671214190912927,0,1.5707963267948966,18.91910163688989,5.899526440690278,4.3301296914682395,Recovered
TOI-2431 b,0.22419589389882028,2460258.8685041303,0,1.5707963267948966,31.306849433531525,TOI-2431 c,11.223308986402229,-5.5730580752309145,0,1.5707963267948966,14.951454025242311,31.306849433531525,30.79322234004909,Recovered
TOI-2431 b,0.2241960382408572,2460258.8685013675,0,1.5707963267948966,41.19596096283441,TOI-2431 c,51.856788635482644,-4.029874971974738,0,1.5707963267948966,44.13603621560332,41.19596096283441,38.39043300777133,Not Recovered
TOI-2431 b,0.22419606182976365,2460258.868429133,0,1.5707963267948966,24.725336893162815,TOI-2431 c,34.416106788434156,4.877031996485545,0,1.5707963267948966,40.40853459773297,24.725336893162815,26.67202699329077,Not Recovered
TOI-2431 b,0.22419662742197055,2460258.868545612,0,1.5707963267948966,8.249363195011966,TOI-2431 c,35.318325553595635,-4.130950041445979,0,1.5707963267948966,4.641121530022868,8.249363195011966,8.241279716875503,Recovered
TOI-2431 b,0.2241949413975235,2460258.868759672,0,1.5707963267948966,0.9618633365240437,TOI-2431 c,81.30668371208185,-33.877981551326926,0,1.5707963267948966,31.178810003158613,0.9618633365240437,1.6869269598506509,Recovered
TOI-2431 b,0.22419594581598493,2460258.8686554143,0,1.5707963267948966,14.421831074696506,TOI-2431 c,14.090641277692363,1.477489737560525,0,1.5707963267948966,32.145544264266,14.421831074696506,15.27291867949797,Recovered
TOI-2431 b,0.2241954675042324,2460258.8685658653,0,1.5707963267948966,3.3924810406734283,TOI-2431 c,60.02040434260238,23.853955599389753,0,1.5707963267948966,29.12699813454819,3.3924810406734283,3.542752834265614,Recovered
TOI-2431 b,0.2241960388649024,2460258.8685427117,0,1.5707963267948966,2.786829950282815,TOI-2431 c,63.67337112869028,-10.634254769471124,0,1.5707963267948966,40.250297895722944,2.786829950282815,1.2679262549845616,Not Recovered
TOI-2431 b,0.22419566575986202,2460258.8685210175,0,1.5707963267948966,20.96091081906784,TOI-2431 c,89.1156198748967,9.231524975546542,0,1.5707963267948966,2.513361743638265,20.96091081906784,20.27650290495187,Recovered
TOI-2431 b,0.22419595673342985,2460258.8682530085,0,1.5707963267948966,19.032081916405453,TOI-2431 c,58.176754609022304,-4.904289031814077,0,1.5707963267948966,25.986229832467718,19.032081916405453,19.520238536716356,Recovered
TOI-2431 b,0.2241953563467398,2460258.8682492566,0,1.5707963267948966,8.79212331296959,TOI-2431 c,81.24019333145903,36.768568961920415,0,1.5707963267948966,21.862018147156725,8.79212331296959,7.74469068915805,Recovered
TOI-2431 b,0.2241954018379449,2460258.868225295,0,1.5707963267948966,30.15716518397334,TOI-2431 c,23.66830854252705,3.6440163805689085,0,1.5707963267948966,35.96579454254004,30.15716518397334,32.53222871289246,Not Recovered
TOI-2431 b,0.22419558746361004,2460258.868550148,0,1.5707963267948966,35.10180406203514,TOI-2431 c,73.2329854616552,-2.276162235843316,0,1.5707963267948966,3.0835523625129757,35.10180406203514,31.108964141504583,Not Recovered
TOI-2431 b,0.2241956854019201,2460258.86862158,0,1.5707963267948966,37.74194524403028,TOI-2431 c,69.02568636475704,33.127674702908905,0,1.5707963267948966,5.356763489612371,37.74194524403028,36.25976210813056,Recovered
TOI-2431 b,0.22419610281623378,2460258.868465681,0,1.5707963267948966,7.096782558244369,TOI-2431 c,7.791152383650907,2.5870436924152536,0,1.5707963267948966,16.708147294145547,7.096782558244369,7.554513252930489,Recovered
TOI-2431 b,0.22419441048521488,2460258.868469521,0,1.5707963267948966,43.89380846665621,TOI-2431 c,47.36423799688477,16.813457553527307,0,1.5707963267948966,31.495982200981597,43.89380846665621,43.02312901928494,Recovered
TOI-2431 b,0.22419620282163585,2460258.868497314,0,1.5707963267948966,33.12690266388867,TOI-2431 c,78.21346427498528,25.16896409635696,0,1.5707963267948966,26.1729849567958,33.12690266388867,33.616014706096486,Recovered
TOI-2431 b,0.22419574668857495,2460258.868288628,0,1.5707963267948966,22.341383137383332,TOI-2431 c,16.907222519073056,-0.17898313475716954,0,1.5707963267948966,17.580503000903953,22.341383137383332,23.350838858749857,Recovered
TOI-2431 b,0.2241961357259809,2460258.8686056132,0,1.5707963267948966,15.075125690691337,TOI-2431 c,51.417608583652495,-19.674415543352783,0,1.5707963267948966,9.806186709381393,15.075125690691337,15.190402399526182,Recovered
TOI-2431 b,0.2241963414961859,2460258.8687086953,0,1.5707963267948966,25.028992192320658,TOI-2431 c,90.38220876485532,34.973388107254685,0,1.5707963267948966,24.316434395295687,25.028992192320658,27.163453314043842,Not Recovered
TOI-2431 b,0.224196097975874,2460258.8686527982,0,1.5707963267948966,1.3720730995517183,TOI-2431 c,29.89148449769184,-6.1764198830672825,0,1.5707963267948966,6.272249304988398,1.3720730995517183,3.576526853732204,Not Recovered
TOI-2431 b,0.2241956888250511,2460258.8686788757,0,1.5707963267948966,46.446017000864366,TOI-2431 c,51.25534809071492,25.209870377678143,0,1.5707963267948966,7.526381544935218,46.446017000864366,45.85720461553257,Recovered
TOI-2431 b,0.22419576985906794,2460258.8686249275,0,1.5707963267948966,26.819793160286554,TOI-2431 c,11.056791204082302,0.2710160275072955,0,1.5707963267948966,18.777480137358044,26.819793160286554,26.630203541976364,Recovered
TOI-2431 b,0.2241962188371351,2460258.8685495835,0,1.5707963267948966,6.499406024160065,TOI-2431 c,81.813914419739,-3.53762424263396,0,1.5707963267948966,4.71028741185977,6.499406024160065,5.649415964724483,Recovered
TOI-2431 b,0.22419586534426209,2460258.868357025,0,1.5707963267948966,12.306950971531593,TOI-2431 c,16.11056955104474,3.6240244067370657,0,1.5707963267948966,11.515530874040303,12.306950971531593,12.995877769340392,Recovered
TOI-2431 b,0.2241956016439131,2460258.8686833642,0,1.5707963267948966,17.884408370479747,TOI-2431 c,79.58186622426639,6.6159394068502095,0,1.5707963267948966,30.94757571425696,17.884408370479747,17.77288340678678,Recovered
TOI-2431 b,0.22419643515525925,2460258.868428739,0,1.5707963267948966,39.432376088375406,TOI-2431 c,94.834731499072,22.685357352825605,0,1.5707963267948966,12.14566737118956,39.432376088375406,41.68285460504915,Not Recovered
TOI-2431 b,0.22419604245583546,2460258.868511805,0,1.5707963267948966,17.28889298715347,TOI-2431 c,4.586637363806684,-2.0981626104934468,0,1.5707963267948966,44.4688631283023,17.28889298715347,14.152969861519566,Not Recovered
TOI-2431 b,0.22419571536798957,2460258.8686016263,0,1.5707963267948966,2.2389818108541073,TOI-2431 c,74.0511584301318,7.588200768316604,0,1.5707963267948966,24.202495220117942,2.2389818108541073,2.680852644789552,Recovered
TOI-2431 b,0.2241964981773928,2460258.8684605337,0,1.5707963267948966,13.410357491875752,TOI-2431 c,20.1325571618465,6.789658236618372,0,1.5707963267948966,30.192978313840513,13.410357491875752,13.797842162685477,Recovered
TOI-2431 b,0.22419596757727553,2460258.868555445,0,1.5707963267948966,20.339309686961354,TOI-2431 c,35.392228508273995,0.48769279454826275,0,1.5707963267948966,44.03589573738837,20.339309686961354,21.2809994338653,Recovered
TOI-2431 b,0.22419573463040837,2460258.8688135026,0,1.5707963267948966,33.19882899547678,TOI-2431 c,40.99785352356201,13.958889782650406,0,1.5707963267948966,31.902485018151566,33.19882899547678,34.05988784420072,Recovered
TOI-2431 b,0.22419580586575888,2460258.8684716406,0,1.5707963267948966,12.280633157544152,TOI-2431 c,86.00228029736299,19.09935688110417,0,1.5707963267948966,4.524797802638897,12.280633157544152,13.760392994565258,Recovered
TOI-2431 b,0.2241961018634769,2460258.868515448,0,1.5707963267948966,19.41274286660684,TOI-2431 c,9.962044656775582,-2.5228946541186037,0,1.5707963267948966,18.019461354038192,19.41274286660684,18.48516552610517,Recovered
TOI-2431 b,0.22419503810935185,2460258.8687331113,0,1.5707963267948966,5.648585168555787,TOI-2431 c,38.130229838557874,17.096785074620765,0,1.5707963267948966,24.636112151749973,5.648585168555787,5.160647277768226,Recovered
