Planet 1,P_b (days),T0_b,ecc_b,omega_b (rad),K_b (m/s),Planet 2,P_c (days),T0_c,ecc_c,omega_c (rad),K_c (m/s),K_truth (m/s),K_fit (m/s),K_fit Lower Error,K_fit Upper Error,Result
TOI-2431 b,0.2241957203930343,2460258.868381801,0,1.5707963267948966,28.04927653999617,TOI-2431 c,83.9872641482908,-32.21641819488412,0,1.5707963267948966,7.576937931175692,28.04927653999617,30.689661448303145,1.8258494813556323,1.8557414386778528,Recovered
TOI-2431 b,0.2241956666397739,2460258.8686990263,0,1.5707963267948966,14.355795855043924,TOI-2431 c,61.688317886220815,1.5001558147299292,0,1.5707963267948966,12.600722653386107,14.355795855043924,15.960891952204877,1.7438541112963062,1.664894659070125,Recovered
TOI-2431 b,0.2241960415321662,2460258.8686258164,0,1.5707963267948966,8.94766833065168,TOI-2431 c,24.38899678956783,10.497461844443434,0,1.5707963267948966,49.955959360808016,8.94766833065168,10.555909290469335,1.6589153100265204,1.6508140281369084,Recovered
TOI-2431 b,0.2241952045344551,2460258.8685793555,0,1.5707963267948966,11.078877509653424,TOI-2431 c,69.50527301183307,-8.893801633701749,0,1.5707963267948966,44.58190617290948,11.078877509653424,11.40847506912576,2.12421591308569,2.3395018528667464,Recovered
TOI-2431 b,0.22419593404287,2460258.868673905,0,1.5707963267948966,33.42725015616251,TOI-2431 c,68.51379985325792,14.262266569244764,0,1.5707963267948966,22.753434497890545,33.42725015616251,37.03589760593663,1.7898330280378405,1.7710097205559094,Recovered
TOI-2431 b,0.2241954782615804,2460258.868677907,0,1.5707963267948966,44.63461628748265,TOI-2431 c,63.91117481590404,6.40283244932996,0,1.5707963267948966,5.478794916464292,44.63461628748265,44.15586201490889,1.6709978341385892,1.6732536108976888,Recovered
TOI-2431 b,0.2241956523330883,2460258.8684958345,0,1.5707963267948966,42.35911736186016,TOI-2431 c,10.1983429966339,1.5314799683747893,0,1.5707963267948966,21.227091337323152,42.35911736186016,44.59631420899196,1.6704993471762393,1.6697889458554729,Recovered
TOI-2431 b,0.2241956808306664,2460258.8683123686,0,1.5707963267948966,2.1776852535187743,TOI-2431 c,5.562006088156312,1.9743778671660728,0,1.5707963267948966,25.18579582792826,2.1776852535187743,1.704863115183684,1.1386479479049592,1.5452647255521343,Recovered
TOI-2431 b,0.2241957206113353,2460258.8684673766,0,1.5707963267948966,4.9338496749379175,TOI-2431 c,13.595843435324571,2.419570347372436,0,1.5707963267948966,21.47845622156821,4.9338496749379175,1.7388552197628582,1.1205314972599547,1.494854520212082,Recovered
TOI-2431 b,0.2241960135546162,2460258.868610552,0,1.5707963267948966,5.307969014913766,TOI-2431 c,80.66266090276787,5.916297944312959,0,1.5707963267948966,3.947022676173484,5.307969014913766,7.214467025293859,1.6627026846914132,1.6220969999721566,Recovered
TOI-2431 b,0.2241952885539894,2460258.8687054506,0,1.5707963267948966,32.11488967098418,TOI-2431 c,14.118592604916028,-5.572245566874301,0,1.5707963267948966,29.395762135969665,32.11488967098418,31.90589082482065,1.662837286894714,1.6483794704318662,Recovered
TOI-2431 b,0.2241962321218064,2460258.8685783474,0,1.5707963267948966,41.81438735615335,TOI-2431 c,45.66027995859564,-11.549402902074618,0,1.5707963267948966,37.26514567259581,41.81438735615335,43.27263815691692,1.6992069043274824,1.7606121562635266,Recovered
TOI-2431 b,0.2241957675839503,2460258.8686054046,0,1.5707963267948966,5.004948341260978,TOI-2431 c,45.798676181441245,20.860169994872127,0,1.5707963267948966,18.169312839366093,5.004948341260978,4.383330687872718,1.6750976011417815,1.7169187410184064,Recovered
TOI-2431 b,0.2241960025213599,2460258.868773522,0,1.5707963267948966,31.291907647028232,TOI-2431 c,90.04335267250077,-4.089855266221093,0,1.5707963267948966,26.7210706307161,31.291907647028232,32.54149968196849,1.626979238357535,1.6155108407546308,Recovered
TOI-2431 b,0.2241958280944579,2460258.8685087143,0,1.5707963267948966,21.138837568031,TOI-2431 c,50.899507886013865,-3.4608979357855354,0,1.5707963267948966,9.212931478242597,21.138837568031,21.56296159074587,2.0732635805994555,2.1037189064223014,Recovered
TOI-2431 b,0.2241958869060897,2460258.8685612152,0,1.5707963267948966,44.4949854822977,TOI-2431 c,69.61146614324396,31.19569612637863,0,1.5707963267948966,44.172221194931765,44.4949854822977,45.90691592904281,1.765614378076279,1.6788720521248592,Recovered
TOI-2431 b,0.2241958971666491,2460258.8685543463,0,1.5707963267948966,6.108854495400134,TOI-2431 c,70.80478191846073,1.2909530188929563,0,1.5707963267948966,44.38227451044408,6.108854495400134,3.410111296645758,1.524109979900336,1.5968143319208714,Recovered
TOI-2431 b,0.2241954450169433,2460258.8686583163,0,1.5707963267948966,5.191838783042724,TOI-2431 c,67.69498579616443,-13.132931825776026,0,1.5707963267948966,40.61250332203838,5.191838783042724,5.771154940215412,1.6362956805656523,1.6192262247786875,Recovered
TOI-2431 b,0.2241960719258532,2460258.8686941285,0,1.5707963267948966,48.511433771495845,TOI-2431 c,81.97142674703555,-15.213385191691202,0,1.5707963267948966,43.06365665769742,48.511433771495845,49.1019907252379,1.7651909570900417,1.8147881236439216,Recovered
TOI-2431 b,0.2241951927980162,2460258.8684824063,0,1.5707963267948966,15.423494353229492,TOI-2431 c,87.66645783800949,11.791154671167092,0,1.5707963267948966,26.32333472466825,15.423494353229492,14.791751728354578,1.653656769547526,1.6818669019140184,Recovered
TOI-2431 b,0.2241956807921567,2460258.868538326,0,1.5707963267948966,31.07167466687745,TOI-2431 c,3.975035236430704,-1.373922035603422,0,1.5707963267948966,41.95471882149086,31.07167466687745,28.76801347915124,1.680549581658994,1.7060839015793938,Recovered
TOI-2431 b,0.2241950779499097,2460258.8683751263,0,1.5707963267948966,4.625741678423095,TOI-2431 c,28.781027093639537,-13.47778444400006,0,1.5707963267948966,35.901615519355296,4.625741678423095,5.590752824340377,1.7289898046943115,1.7358899058358317,Recovered
TOI-2431 b,0.2241958117002525,2460258.8684626,0,1.5707963267948966,0.6703799433399049,TOI-2431 c,52.916077200605535,-2.116713532834389,0,1.5707963267948966,34.54377357813154,0.6703799433399049,1.2853126047110952,0.8730864733047955,1.2747590891532528,Recovered
TOI-2431 b,0.2241957359652746,2460258.868413444,0,1.5707963267948966,23.15608949095768,TOI-2431 c,84.4296814841927,-16.7398580417728,0,1.5707963267948966,31.400454926786303,23.15608949095768,22.88249088866345,2.0970280749843866,1.963576652274423,Recovered
TOI-2431 b,0.2241956303850665,2460258.868507302,0,1.5707963267948966,34.364161754211345,TOI-2431 c,86.60383173505157,-20.131112735443345,0,1.5707963267948966,32.734528169174965,34.364161754211345,34.02677483422034,1.705385619351972,1.722643373055284,Recovered
TOI-2431 b,0.2241946416074552,2460258.868343065,0,1.5707963267948966,18.642786922694054,TOI-2431 c,39.07493398325035,6.0046228103041805,0,1.5707963267948966,40.282790596259424,18.642786922694054,21.547982727223715,1.702346799032043,1.6334307177114198,Recovered
TOI-2431 b,0.2241958574426893,2460258.86870247,0,1.5707963267948966,21.96694592543444,TOI-2431 c,63.81559471388245,19.6393227388893,0,1.5707963267948966,15.552703628253022,21.96694592543444,21.054850618367556,1.6743333935645452,1.6167758194155546,Recovered
TOI-2431 b,0.2241962278626984,2460258.868630812,0,1.5707963267948966,18.285275819668144,TOI-2431 c,63.669247342149816,-19.807700312827013,0,1.5707963267948966,30.406866695822483,18.285275819668144,14.118551427992214,1.7561255496191404,1.6829320427595302,Recovered
TOI-2431 b,0.2241961541319685,2460258.868632509,0,1.5707963267948966,16.896918366687174,TOI-2431 c,44.03684696066839,17.925161903775415,0,1.5707963267948966,36.46714809636981,16.896918366687174,16.247647981935533,1.7004430111165565,1.6292846493192954,Recovered
TOI-2431 b,0.2241956800955685,2460258.868624517,0,1.5707963267948966,33.453570932680634,TOI-2431 c,42.950823524254446,9.661175792685704,0,1.5707963267948966,45.30557448352449,33.453570932680634,36.74086054332716,1.8044017927765097,1.8351605880721424,Recovered
TOI-2431 b,0.224196494600368,2460258.868717994,0,1.5707963267948966,33.94157254263065,TOI-2431 c,48.5640360247631,21.90769072541985,0,1.5707963267948966,24.252133572721966,33.94157254263065,37.29172414949775,1.7465568900519202,1.7090559776356784,Recovered
TOI-2431 b,0.224195562982327,2460258.8684517206,0,1.5707963267948966,42.89406181376568,TOI-2431 c,63.53432499296236,-1.5869826992388596,0,1.5707963267948966,47.722338002110135,42.89406181376568,43.04021173157143,1.7032729857529176,1.668498485352714,Recovered
TOI-2431 b,0.2241958016572864,2460258.8686528043,0,1.5707963267948966,7.830154968130454,TOI-2431 c,95.55310998526848,-4.941564554974292,0,1.5707963267948966,43.26822218035209,7.830154968130454,8.326651618534044,1.6683782915134024,1.6691191554579632,Recovered
TOI-2431 b,0.2241959003870012,2460258.868480082,0,1.5707963267948966,3.972361697415744,TOI-2431 c,12.468499724415544,1.446673952787422,0,1.5707963267948966,30.64489572012664,3.972361697415744,3.784285872682004,1.578883980875858,1.6497088057365632,Recovered
TOI-2431 b,0.2241956499837328,2460258.8685240243,0,1.5707963267948966,46.81194032915707,TOI-2431 c,70.28476488002086,30.57079831864008,0,1.5707963267948966,5.8802843145203285,46.81194032915707,45.403661574077,1.7080795607131236,1.716456575292824,Recovered
TOI-2431 b,0.2241956175813971,2460258.8685349794,0,1.5707963267948966,45.50805652702224,TOI-2431 c,1.9970518770826773,-0.1988687193404472,0,1.5707963267948966,22.306670351935416,45.50805652702224,43.88924312749624,1.637891125736239,1.648276812663596,Recovered
TOI-2431 b,0.224196707470365,2460258.868661557,0,1.5707963267948966,25.52788687761455,TOI-2431 c,89.40628711072989,31.19921415771356,0,1.5707963267948966,31.428109767777112,25.52788687761455,24.637229731679916,2.102751044274491,2.419514479807802,Recovered
TOI-2431 b,0.2241958104252005,2460258.868413152,0,1.5707963267948966,29.828664722526582,TOI-2431 c,23.982590382293026,-8.56162119876091,0,1.5707963267948966,31.310044052967942,29.828664722526582,27.262554964458904,1.780205481538932,1.908410626198592,Recovered
TOI-2431 b,0.224195640929248,2460258.868367013,0,1.5707963267948966,3.3053820227504307,TOI-2431 c,19.946802023494055,-7.833817721665742,0,1.5707963267948966,37.31785910197998,3.3053820227504307,2.9096615933847807,1.4902557895167128,1.6706794355114227,Recovered
TOI-2431 b,0.2241951257079328,2460258.868710979,0,1.5707963267948966,37.70256183864571,TOI-2431 c,84.3797959880371,27.84307284207611,0,1.5707963267948966,0.3845317646012647,37.70256183864571,39.61116033127589,2.4434406893051204,2.6421850668616718,Recovered
TOI-2431 b,0.2241962717541163,2460258.86859784,0,1.5707963267948966,0.8007723383446241,TOI-2431 c,76.9523151458344,-31.338584286437573,0,1.5707963267948966,29.51257543853868,0.8007723383446241,1.9093942997552251,1.211516329638307,1.498514385984524,Recovered
TOI-2431 b,0.2241955765803263,2460258.868382443,0,1.5707963267948966,41.50221006261107,TOI-2431 c,11.328622008393872,2.376180155001002,0,1.5707963267948966,24.98788890589646,41.50221006261107,40.66856752005762,1.701288352660356,1.754150806245228,Recovered
TOI-2431 b,0.2241962455223233,2460258.868713885,0,1.5707963267948966,16.264083252668343,TOI-2431 c,78.82325655227433,36.01345346292037,0,1.5707963267948966,1.7670966896560447,16.264083252668343,16.218303908324774,1.6320140136948744,1.6942515919820806,Recovered
TOI-2431 b,0.2241958104924069,2460258.8684926312,0,1.5707963267948966,16.469934969013032,TOI-2431 c,25.57440308834209,-7.327850603114654,0,1.5707963267948966,19.888428838049222,16.469934969013032,15.660925607917004,1.7356425123672672,1.6945167037520523,Recovered
TOI-2431 b,0.2241963265693461,2460258.868830542,0,1.5707963267948966,8.059972722798964,TOI-2431 c,84.64419417418685,5.282171760664468,0,1.5707963267948966,46.56622865105464,8.059972722798964,9.308540761259884,1.6886486925268542,1.617283664666731,Recovered
TOI-2431 b,0.2241965417419869,2460258.8681854573,0,1.5707963267948966,21.645818827613,TOI-2431 c,73.89355721648411,-2.7036135131997696,0,1.5707963267948966,39.52080667654395,21.645818827613,20.89100078185646,1.6291193568571103,1.592449233667388,Recovered
TOI-2431 b,0.2241954841896098,2460258.868443317,0,1.5707963267948966,13.240992625711462,TOI-2431 c,61.2022951031629,-15.10430571903429,0,1.5707963267948966,18.979939969470323,13.240992625711462,10.554389331983216,1.7383734845300385,1.75055784133313,Recovered
TOI-2431 b,0.2241949365335084,2460258.8685959238,0,1.5707963267948966,20.864476725354,TOI-2431 c,88.95988826373305,-44.105710329976205,0,1.5707963267948966,10.82775387837705,20.864476725354,20.35315113259455,1.7207932717779642,1.681730549277319,Recovered
TOI-2431 b,0.2241961768996593,2460258.868500045,0,1.5707963267948966,46.28919560220953,TOI-2431 c,47.29691642783381,-17.29148476574263,0,1.5707963267948966,5.025745315028296,46.28919560220953,48.64991889010979,1.8894653072272616,1.712331212527161,Recovered
TOI-2431 b,0.2241956009021349,2460258.8683755933,0,1.5707963267948966,13.64544737109229,TOI-2431 c,38.177021589464175,5.057936003393497,0,1.5707963267948966,12.866004456955254,13.64544737109229,16.663395634149563,1.6480758741664658,1.7387986885178712,Recovered
TOI-2431 b,0.2241962239733862,2460258.868561408,0,1.5707963267948966,48.27759496261239,TOI-2431 c,18.748134897122245,4.795207316938539,0,1.5707963267948966,36.93424801775264,48.27759496261239,50.27611234327647,2.487125929890638,2.355973519471334,Recovered
TOI-2431 b,0.2241963564493897,2460258.8683443507,0,1.5707963267948966,1.2713587447194086,TOI-2431 c,82.09324497886995,-10.852599359423504,0,1.5707963267948966,11.461163569453047,1.2713587447194086,1.0795975989958768,0.7626521969183966,1.214898537004541,Recovered
TOI-2431 b,0.224195887415505,2460258.868455818,0,1.5707963267948966,46.13145747143274,TOI-2431 c,20.92295203062533,3.145513113476252,0,1.5707963267948966,13.72093763618062,46.13145747143274,47.54752634872059,1.6208468978924555,1.751582415048787,Recovered
TOI-2431 b,0.2241954631661521,2460258.868680371,0,1.5707963267948966,8.898961543591694,TOI-2431 c,66.00003196568773,11.104678568022932,0,1.5707963267948966,10.636958682926297,8.898961543591694,9.094934777657814,1.723617598575311,1.7075240801549842,Recovered
TOI-2431 b,0.2241958103887193,2460258.868511496,0,1.5707963267948966,21.58339813607762,TOI-2431 c,24.892262091649812,-12.355155294456662,0,1.5707963267948966,13.7880875777313,21.58339813607762,22.227461787837576,2.1974698392461605,2.402581831916578,Recovered
TOI-2431 b,0.2241951282966404,2460258.8686327483,0,1.5707963267948966,29.76330709611953,TOI-2431 c,79.30894349708844,16.76988176960127,0,1.5707963267948966,40.97630253666487,29.76330709611953,31.12791407588217,1.7047889704620829,1.6271430803325837,Recovered
TOI-2431 b,0.2241948614722781,2460258.8684865558,0,1.5707963267948966,17.90480550907303,TOI-2431 c,71.14892326546756,-15.512485766346526,0,1.5707963267948966,20.65903962363415,17.90480550907303,19.24512624011169,1.6131446861718182,1.6033593889582285,Recovered
TOI-2431 b,0.2241960117587006,2460258.868386741,0,1.5707963267948966,4.831652111497775,TOI-2431 c,63.398505382652914,14.177161464780326,0,1.5707963267948966,17.321632732053388,4.831652111497775,3.694978573553411,1.7255363905000474,1.830041568445072,Recovered
TOI-2431 b,0.2241958198521288,2460258.8686233065,0,1.5707963267948966,5.799978364777209,TOI-2431 c,83.48683412658197,-40.69035250933851,0,1.5707963267948966,47.5406214059472,5.799978364777209,8.269126358038422,2.0279550584577235,2.3454227314977345,Recovered
TOI-2431 b,0.2241950700117919,2460258.8684754367,0,1.5707963267948966,3.084103966768814,TOI-2431 c,15.077438677843046,1.0903350272958958,0,1.5707963267948966,18.228020732524303,3.084103966768814,4.702304360294657,1.5994239833557278,1.6687776605373594,Recovered
TOI-2431 b,0.2241950694185864,2460258.86878872,0,1.5707963267948966,43.84390945882401,TOI-2431 c,55.980451839679446,-11.191307015597616,0,1.5707963267948966,4.722778299447622,43.84390945882401,41.99576626967143,1.6406492942403403,1.6557509895712317,Recovered
TOI-2431 b,0.2241953198743574,2460258.8686758284,0,1.5707963267948966,11.935951561028112,TOI-2431 c,76.46255371428514,-0.5871192650956232,0,1.5707963267948966,11.25125882348451,11.935951561028112,13.35274975104561,1.6425312002777304,1.6203962068340214,Recovered
TOI-2431 b,0.2241955018618203,2460258.868423322,0,1.5707963267948966,3.85613715317667,TOI-2431 c,15.657814604372234,4.687438688878608,0,1.5707963267948966,25.64883874128574,3.85613715317667,2.146068380639201,1.30744105103332,1.5184814372243034,Recovered
TOI-2431 b,0.2241961188760082,2460258.868711112,0,1.5707963267948966,36.92782765142101,TOI-2431 c,64.57210171824102,-7.151440282962472,0,1.5707963267948966,9.753231239871374,36.92782765142101,35.82194462829499,1.674715364265296,1.7655665808066416,Recovered
TOI-2431 b,0.224195971000212,2460258.868596877,0,1.5707963267948966,39.95207187050036,TOI-2431 c,84.04226056188546,-16.810089769940618,0,1.5707963267948966,30.957659580072665,39.95207187050036,40.50033951027416,1.6303896264599942,1.6369340353136863,Recovered
TOI-2431 b,0.2241963637526049,2460258.868443727,0,1.5707963267948966,39.67501432859889,TOI-2431 c,76.87916945761964,-11.533916647946263,0,1.5707963267948966,35.705614540052274,39.67501432859889,39.94981579685725,1.685011621631837,1.7503640507917808,Recovered
TOI-2431 b,0.2241964752652965,2460258.8685739115,0,1.5707963267948966,27.77163233195773,TOI-2431 c,20.48499117186226,7.353314173070258,0,1.5707963267948966,20.059402562141088,27.77163233195773,28.743328037528435,1.6488395304387922,1.6504667143296388,Recovered
TOI-2431 b,0.2241961895868705,2460258.8688146896,0,1.5707963267948966,3.3622362121744853,TOI-2431 c,46.07419469557251,3.758268624143248,0,1.5707963267948966,48.12310385453152,3.3622362121744853,1.4034195616046994,0.9523625472268022,1.437562115548711,Recovered
TOI-2431 b,0.2241958012984111,2460258.868459085,0,1.5707963267948966,6.380794269532464,TOI-2431 c,24.330943992689065,-2.416575227133926,0,1.5707963267948966,43.51109551472172,6.380794269532464,7.727286289102349,1.7134816263079076,1.7186657839767134,Recovered
TOI-2431 b,0.2241962362829694,2460258.8683866365,0,1.5707963267948966,45.66053517265294,TOI-2431 c,17.803391190076688,-8.066764556280882,0,1.5707963267948966,48.71519890132874,45.66053517265294,43.892643928156616,1.7255062507549823,1.597041944547101,Recovered
TOI-2431 b,0.2241959563566392,2460258.868449261,0,1.5707963267948966,40.10547730233824,TOI-2431 c,80.12111569555334,4.148254977668479,0,1.5707963267948966,24.95738685245573,40.10547730233824,40.92996808385509,1.6800553037467625,1.654443997714786,Recovered
TOI-2431 b,0.224195233558264,2460258.868454798,0,1.5707963267948966,14.993148100652316,TOI-2431 c,39.58216075096529,5.138589682171887,0,1.5707963267948966,23.12434509371912,14.993148100652316,12.413662710359388,1.641135697157381,1.7076288689138843,Recovered
TOI-2431 b,0.2241952109315264,2460258.868457925,0,1.5707963267948966,23.068111376861967,TOI-2431 c,87.80076228294205,37.24689394341508,0,1.5707963267948966,6.117006196045521,23.068111376861967,18.759082640632474,2.782384070937537,3.6879495164588434,Recovered
