# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 0.2241950372 	 	 0.0000003955 	 	 0.0000003978
a_p1               	 	 2.1402543640 	 	 0.0485675747 	 	 0.0514071887
t0_p1              	 	 2460258.8688626969 	 	 0.0004793741 	 	 0.0004592375
b_p1               	 	 0.4864701742 	 	 0.3419865462 	 	 0.3280619632
p_p1               	 	 0.5099864821 	 	 0.3306595029 	 	 0.3408477367
rho                	 	 3689.7574798581 	 	 256.9084705341 	 	 259.5595486319
K_p1               	 	 41.7879011071 	 	 1.6752197670 	 	 1.6663797389
mu_NEID1           	 	 -32.8565211827 	 	 2.2950286203 	 	 2.3471563540
mu_NEID2           	 	 25.5803457453 	 	 2.6323362468 	 	 2.6433839492
mu_NEID3           	 	 -26.2127896127 	 	 2.1136871358 	 	 2.0192948790
sigma_w_NEID1      	 	 0.0947496705 	 	 1.9684255007 	 	 0.0902240348
sigma_w_NEID2      	 	 0.0788625548 	 	 1.9445270896 	 	 0.0747263319
sigma_w_NEID3      	 	 0.0624539761 	 	 1.1243687215 	 	 0.0588838406
