# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
P_p1               	 	 0.2241957821 	 	 0.0000000556 	 	 0.0000000564
a_p1               	 	 2.2880303471 	 	 0.0897288779 	 	 0.1458236059
t0_p1              	 	 2460258.8685675040 	 	 0.0001455205 	 	 0.0001489636
b_p1               	 	 0.3277836302 	 	 0.1692166951 	 	 0.2083760274
p_p1               	 	 0.0206037251 	 	 0.0004563836 	 	 0.0003746794
rho                	 	 4507.9885417869 	 	 551.4343303417 	 	 808.1612568840
q1_TESS            	 	 0.6091533188 	 	 0.2188545278 	 	 0.2011425451
q2_TESS            	 	 0.2293749947 	 	 0.1928412725 	 	 0.1383088657
mflux_TESS         	 	 -0.0000573172 	 	 0.0000325225 	 	 0.0000314801
sigma_w_TESS       	 	 177.2502156099 	 	 9.7225305743 	 	 9.9868502051
GP_sigma_TESS      	 	 0.0002718607 	 	 0.0000203447 	 	 0.0000173209
GP_rho_TESS        	 	 0.6854810844 	 	 0.0876499802 	 	 0.0765758933
K_p1               	 	 8.2487604706 	 	 1.5301219181 	 	 1.5032335002
mu_NEID1           	 	 -16.9850119895 	 	 2.1047450233 	 	 2.0616742025
mu_NEID2           	 	 -2.1858298115 	 	 2.2618311331 	 	 2.2847014632
mu_NEID3           	 	 -9.0756431011 	 	 1.8155848576 	 	 1.7988604908
